constraint_id,plan_type_id,generic_land_use_type_id,"constraint_type",minimum,maximum,hb_tier,hb_hct_buffer,is_zoned_res_or_mix
1071,303,2,"units_per_acre",0,48.4,-1,-1,-1
1072,304,2,"units_per_acre",0,48.4,-1,-1,-1
1073,313,2,"units_per_acre",0,100,-1,-1,-1
1074,314,2,"units_per_acre",0,100,-1,-1,-1
1075,316,2,"units_per_acre",0,16.1935,-1,-1,-1
1076,320,2,"units_per_acre",0,60,-1,-1,-1
1077,321,2,"units_per_acre",0,52.5341,-1,-1,-1
1078,324,2,"units_per_acre",0,12.5,-1,-1,-1
1079,329,2,"units_per_acre",0,34.7387,-1,-1,-1
1080,330,2,"units_per_acre",0,34.7387,-1,-1,-1
1081,331,2,"units_per_acre",0,22.6017,-1,-1,-1
1082,332,2,"units_per_acre",8,12,-1,-1,-1
1083,333,2,"units_per_acre",0,12,-1,-1,-1
1084,334,2,"units_per_acre",0,17,-1,-1,-1
1085,336,2,"units_per_acre",8,12,-1,-1,-1
1086,341,2,"units_per_acre",0,41.6041,-1,-1,-1
1087,343,2,"units_per_acre",0,45.4007,-1,-1,-1
1088,344,2,"units_per_acre",0,18.2076,-1,-1,-1
1089,346,2,"units_per_acre",0,16,-1,-1,-1
1090,347,2,"units_per_acre",0,23,-1,-1,-1
1091,351,2,"units_per_acre",0,87.12,-1,-1,-1
1092,352,2,"units_per_acre",0,48,-1,-1,-1
1093,356,2,"units_per_acre",10,24,-1,-1,-1
1094,361,2,"units_per_acre",24,48,-1,-1,-1
1095,362,2,"units_per_acre",0,30,-1,-1,-1
1096,363,2,"units_per_acre",0,30,-1,-1,-1
1097,364,2,"units_per_acre",0,60,-1,-1,-1
1098,365,2,"units_per_acre",0,60,-1,-1,-1
1099,366,2,"units_per_acre",0,60,-1,-1,-1
1100,367,2,"units_per_acre",0,60,-1,-1,-1
1101,368,2,"units_per_acre",0,35,-1,-1,-1
1102,371,2,"units_per_acre",0,120,-1,-1,-1
1103,373,2,"units_per_acre",0,130.68,-1,-1,-1
1104,374,2,"units_per_acre",0,18.15,-1,-1,-1
1105,375,2,"units_per_acre",0,18.15,-1,-1,-1
1106,380,2,"units_per_acre",0,29.04,-1,-1,-1
1107,381,2,"units_per_acre",0,18.15,-1,-1,-1
1108,382,2,"units_per_acre",0,14.52,-1,-1,-1
1109,383,2,"units_per_acre",0,29.04,-1,-1,-1
1110,391,2,"units_per_acre",0,34.7387,-1,-1,-1
1111,392,2,"units_per_acre",0,52.5341,-1,-1,-1
1112,393,2,"units_per_acre",0,52.5341,-1,-1,-1
1113,394,2,"units_per_acre",0,15,-1,-1,-1
1114,395,2,"units_per_acre",0,15,-1,-1,-1
1115,401,2,"units_per_acre",0,15,-1,-1,-1
1116,404,2,"units_per_acre",0,14.05,-1,-1,-1
1117,405,2,"units_per_acre",0,15.02,-1,-1,-1
1118,408,2,"units_per_acre",0,20,-1,-1,-1
1119,409,2,"units_per_acre",0,58,-1,-1,-1
1120,410,2,"units_per_acre",0,29,-1,-1,-1
1121,411,2,"units_per_acre",0,150,-1,-1,-1
1122,412,2,"units_per_acre",0,58,-1,-1,-1
1123,413,2,"units_per_acre",0,58,-1,-1,-1
1124,415,2,"units_per_acre",0,116.16,-1,-1,-1
1125,416,2,"units_per_acre",0,150,-1,-1,-1
1126,425,2,"units_per_acre",0,14.52,-1,-1,-1
1127,426,2,"units_per_acre",0,29,-1,-1,-1
1128,427,2,"units_per_acre",0,20,-1,-1,-1
1129,428,2,"units_per_acre",0,58,-1,-1,-1
1130,429,2,"units_per_acre",0,150,-1,-1,-1
1131,432,2,"units_per_acre",0,360,-1,-1,-1
1132,433,2,"units_per_acre",0,130,-1,-1,-1
1133,434,2,"units_per_acre",0,58,-1,-1,-1
1134,436,2,"units_per_acre",0,67,-1,-1,-1
1135,437,2,"units_per_acre",0,45,-1,-1,-1
1136,438,2,"units_per_acre",0,243,-1,-1,-1
1137,439,2,"units_per_acre",0,95,-1,-1,-1
1138,448,2,"units_per_acre",0,24,-1,-1,-1
1139,449,2,"units_per_acre",0,18,-1,-1,-1
1140,450,2,"units_per_acre",0,12,-1,-1,-1
1141,459,2,"units_per_acre",0,45,-1,-1,-1
1142,460,2,"units_per_acre",0,25,-1,-1,-1
1143,462,2,"units_per_acre",0,15,-1,-1,-1
1144,464,2,"units_per_acre",0,15,-1,-1,-1
1145,469,2,"units_per_acre",0,30,-1,-1,-1
1146,475,2,"units_per_acre",0,20,-1,-1,-1
1147,476,2,"units_per_acre",0,30,-1,-1,-1
1148,487,2,"units_per_acre",0,12,-1,-1,-1
1149,488,2,"units_per_acre",0,12,-1,-1,-1
1150,505,2,"units_per_acre",0,21,-1,-1,-1
1151,506,2,"units_per_acre",10,15,-1,-1,-1
1152,507,2,"units_per_acre",0,24,-1,-1,-1
1153,511,2,"units_per_acre",12,28,-1,-1,-1
1154,524,2,"units_per_acre",0,222.156,-1,-1,-1
1155,534,2,"units_per_acre",0,21.78,-1,-1,-1
1156,536,2,"units_per_acre",0,29,-1,-1,-1
1157,537,2,"units_per_acre",0,14.52,-1,-1,-1
1158,538,2,"units_per_acre",0,152.46,-1,-1,-1
1159,539,2,"units_per_acre",0,152.46,-1,-1,-1
1160,540,2,"units_per_acre",0,14.52,-1,-1,-1
1161,541,2,"units_per_acre",0,169.884,-1,-1,-1
1162,542,2,"units_per_acre",0,14.52,-1,-1,-1
1163,547,2,"units_per_acre",0,152.46,-1,-1,-1
1164,548,2,"units_per_acre",0,152.46,-1,-1,-1
1165,550,2,"units_per_acre",0,21.086,-1,-1,-1
1166,551,2,"units_per_acre",0,21.1,-1,-1,-1
1167,553,2,"units_per_acre",0,13.9022,-1,-1,-1
1168,554,2,"units_per_acre",0,200,-1,-1,-1
1169,555,2,"units_per_acre",0,130.68,-1,-1,-1
1170,556,2,"units_per_acre",0,34.3232,-1,-1,-1
1171,558,2,"units_per_acre",0,34.3232,-1,-1,-1
1172,559,2,"units_per_acre",0,34.3232,-1,-1,-1
1173,560,2,"units_per_acre",0,21.086,-1,-1,-1
1174,561,2,"units_per_acre",0,15.264,-1,-1,-1
1175,562,2,"units_per_acre",0,15.264,-1,-1,-1
1176,563,2,"units_per_acre",18,36,-1,-1,-1
1177,564,2,"units_per_acre",18,36,-1,-1,-1
1178,565,2,"units_per_acre",36,72,-1,-1,-1
1179,566,2,"units_per_acre",36,72,-1,-1,-1
1180,567,2,"units_per_acre",18,72,-1,-1,-1
1181,568,2,"units_per_acre",18,72,-1,-1,-1
1182,570,2,"units_per_acre",0,24,-1,-1,-1
1183,574,2,"units_per_acre",0,18,-1,-1,-1
1184,575,2,"units_per_acre",0,27,-1,-1,-1
1185,576,2,"units_per_acre",0,36,-1,-1,-1
1186,579,2,"units_per_acre",0,72,-1,-1,-1
1187,580,2,"units_per_acre",0,72,-1,-1,-1
1188,581,2,"units_per_acre",0,72,-1,-1,-1
1189,582,2,"units_per_acre",0,72,-1,-1,-1
1190,585,2,"units_per_acre",0,52,-1,-1,-1
1191,586,2,"units_per_acre",0,52,-1,-1,-1
1192,589,2,"units_per_acre",0,100,-1,-1,-1
1193,590,2,"units_per_acre",0,150,-1,-1,-1
1194,591,2,"units_per_acre",0,50,-1,-1,-1
1195,593,2,"units_per_acre",0,157,-1,-1,-1
1196,598,2,"units_per_acre",0,150,-1,-1,-1
1197,601,2,"units_per_acre",0,16,-1,-1,-1
1198,602,2,"units_per_acre",0,40,-1,-1,-1
1199,603,2,"units_per_acre",0,23,-1,-1,-1
1200,604,2,"units_per_acre",0,12,-1,-1,-1
1201,605,2,"units_per_acre",0,16,-1,-1,-1
1202,606,2,"units_per_acre",0,100,-1,-1,-1
1203,607,2,"units_per_acre",0,150,-1,-1,-1
1204,616,2,"units_per_acre",0,96,-1,-1,-1
1205,620,2,"units_per_acre",0,16,-1,-1,-1
1206,621,2,"units_per_acre",0,96,-1,-1,-1
1207,623,2,"units_per_acre",14.4,18,-1,-1,-1
1208,624,2,"units_per_acre",20.25,27,-1,-1,-1
1209,625,2,"units_per_acre",25.2,36,-1,-1,-1
1210,627,2,"units_per_acre",46.8,72,-1,-1,-1
1211,629,2,"units_per_acre",10.2,12,-1,-1,-1
1212,633,2,"units_per_acre",0,96,-1,-1,-1
1213,635,2,"units_per_acre",0,48.4,-1,-1,-1
1214,636,2,"units_per_acre",0,69.696,-1,-1,-1
1215,637,2,"units_per_acre",0,34.848,-1,-1,-1
1216,638,2,"units_per_acre",0,48.4,-1,-1,-1
1217,639,2,"units_per_acre",0,20.74,-1,-1,-1
1218,640,2,"units_per_acre",0,65,-1,-1,-1
1219,641,2,"units_per_acre",0,65,-1,-1,-1
1220,642,2,"units_per_acre",0,21.8,-1,-1,-1
1221,643,2,"units_per_acre",0,73,-1,-1,-1
1222,644,2,"units_per_acre",0,65,-1,-1,-1
1223,645,2,"units_per_acre",0,150,-1,-1,-1
1224,646,2,"units_per_acre",0,90.5757,-1,-1,-1
1225,647,2,"units_per_acre",0,52,-1,-1,-1
1226,648,2,"units_per_acre",0,45,-1,-1,-1
1227,649,2,"units_per_acre",0,35,-1,-1,-1
1228,650,2,"units_per_acre",0,34.831,-1,-1,-1
1229,651,2,"units_per_acre",0,25.9173,-1,-1,-1
1230,652,2,"units_per_acre",0,23.4318,-1,-1,-1
1231,653,2,"units_per_acre",0,23.4318,-1,-1,-1
1232,654,2,"units_per_acre",0,13,-1,-1,-1
1233,655,2,"units_per_acre",0,20,-1,-1,-1
1234,656,2,"units_per_acre",0,18.15,-1,-1,-1
1235,657,2,"units_per_acre",0,24.2,-1,-1,-1
1236,658,2,"units_per_acre",0,24.2,-1,-1,-1
1237,659,2,"units_per_acre",0,24.2,-1,-1,-1
1238,661,2,"units_per_acre",0,12.1,-1,-1,-1
1239,662,2,"units_per_acre",0,48.4,-1,-1,-1
1240,663,2,"units_per_acre",0,48.4,-1,-1,-1
1241,664,2,"units_per_acre",0,18.15,-1,-1,-1
1242,665,2,"units_per_acre",0,50,-1,-1,-1
1243,666,2,"units_per_acre",0,50,-1,-1,-1
1244,667,2,"units_per_acre",0,12,-1,-1,-1
1245,668,2,"units_per_acre",0,12,-1,-1,-1
1246,669,2,"units_per_acre",0,20,-1,-1,-1
1247,670,2,"units_per_acre",0,20,-1,-1,-1
1248,671,2,"units_per_acre",0,24.2,-1,-1,-1
1249,675,2,"units_per_acre",0,12.1,-1,-1,-1
1250,678,2,"units_per_acre",0,12.1,-1,-1,-1
1251,681,2,"units_per_acre",0,12.1,-1,-1,-1
1252,683,2,"units_per_acre",0,24.2,-1,-1,-1
1253,684,2,"units_per_acre",0,24.2,-1,-1,-1
1254,685,2,"units_per_acre",0,12.1,-1,-1,-1
1255,686,2,"units_per_acre",0,24.2,-1,-1,-1
1256,687,2,"units_per_acre",0,24.2,-1,-1,-1
1257,688,2,"units_per_acre",0,24.2,-1,-1,-1
1258,689,2,"units_per_acre",0,12.1,-1,-1,-1
1259,690,2,"units_per_acre",0,24.2,-1,-1,-1
1260,692,2,"units_per_acre",0,12.1,-1,-1,-1
1261,694,2,"units_per_acre",0,12.1,-1,-1,-1
1262,695,2,"units_per_acre",0,18.15,-1,-1,-1
1263,696,2,"units_per_acre",0,24.2,-1,-1,-1
1264,697,2,"units_per_acre",0,18.15,-1,-1,-1
1265,698,2,"units_per_acre",0,18.15,-1,-1,-1
1266,699,2,"units_per_acre",0,24.2,-1,-1,-1
1267,700,2,"units_per_acre",0,12.1,-1,-1,-1
1268,703,2,"units_per_acre",0,24.2,-1,-1,-1
1269,704,2,"units_per_acre",0,18.15,-1,-1,-1
1270,705,2,"units_per_acre",0,12.1,-1,-1,-1
1271,708,2,"units_per_acre",0,24.2,-1,-1,-1
1272,709,2,"units_per_acre",0,18.15,-1,-1,-1
1273,710,2,"units_per_acre",0,20,-1,-1,-1
1274,712,2,"units_per_acre",0,12.1,-1,-1,-1
1275,713,2,"units_per_acre",0,20,-1,-1,-1
1276,714,2,"units_per_acre",0,12.1,-1,-1,-1
1277,715,2,"units_per_acre",0,12.1,-1,-1,-1
1278,716,2,"units_per_acre",0,12.1,-1,-1,-1
1279,717,2,"units_per_acre",0,20,-1,-1,-1
1280,718,2,"units_per_acre",0,20,-1,-1,-1
1281,720,2,"units_per_acre",0,20,-1,-1,-1
1282,721,2,"units_per_acre",0,12.1,-1,-1,-1
1283,722,2,"units_per_acre",0,24.2,-1,-1,-1
1284,723,2,"units_per_acre",0,18.15,-1,-1,-1
1285,724,2,"units_per_acre",0,12.1,-1,-1,-1
1286,726,2,"units_per_acre",0,24.2,-1,-1,-1
1287,727,2,"units_per_acre",0,18.15,-1,-1,-1
1288,728,2,"units_per_acre",0,12.1,-1,-1,-1
1289,746,2,"units_per_acre",0,29.2694,-1,-1,-1
1290,747,2,"units_per_acre",0,38.8521,-1,-1,-1
1291,748,2,"units_per_acre",0,38.8521,-1,-1,-1
1292,749,2,"units_per_acre",0,30,-1,-1,-1
1293,750,2,"units_per_acre",0,12.1,-1,-1,-1
1294,751,2,"units_per_acre",0,150,-1,-1,-1
1295,752,2,"units_per_acre",0,150,-1,-1,-1
1296,753,2,"units_per_acre",0,150,-1,-1,-1
1297,754,2,"units_per_acre",0,48.518,-1,-1,-1
1298,755,2,"units_per_acre",0,76.3443,-1,-1,-1
1299,756,2,"units_per_acre",0,41.9299,-1,-1,-1
1300,757,2,"units_per_acre",0,44.1833,-1,-1,-1
1301,758,2,"units_per_acre",0,35,-1,-1,-1
1302,759,2,"units_per_acre",0,35,-1,-1,-1
1303,760,2,"units_per_acre",0,35,-1,-1,-1
1304,761,2,"units_per_acre",0,12.1,-1,-1,-1
1305,762,2,"units_per_acre",0,30,-1,-1,-1
1306,763,2,"units_per_acre",0,30,-1,-1,-1
1307,764,2,"units_per_acre",0,44.5031,-1,-1,-1
1308,765,2,"units_per_acre",0,30.5471,-1,-1,-1
1309,766,2,"units_per_acre",0,50,-1,-1,-1
1310,769,2,"units_per_acre",0,12.1,-1,-1,-1
1311,771,2,"units_per_acre",0,12.1,-1,-1,-1
1312,772,2,"units_per_acre",0,50,-1,-1,-1
1313,773,2,"units_per_acre",0,30,-1,-1,-1
1314,774,2,"units_per_acre",0,30,-1,-1,-1
1315,777,2,"units_per_acre",10,30,-1,-1,-1
1316,784,2,"units_per_acre",10,20,-1,-1,-1
1317,788,2,"units_per_acre",10,30,-1,-1,-1
1318,790,2,"units_per_acre",0,30,-1,-1,-1
1319,805,2,"units_per_acre",19,30,-1,-1,-1
1320,807,2,"units_per_acre",10,18,-1,-1,-1
1321,809,2,"units_per_acre",10,18,-1,-1,-1
1322,812,2,"units_per_acre",0,24.2,-1,-1,-1
1323,813,2,"units_per_acre",0,18.15,-1,-1,-1
1324,814,2,"units_per_acre",0,12.1,-1,-1,-1
1325,815,2,"units_per_acre",0,48.4,-1,-1,-1
1326,821,2,"units_per_acre",0,91,-1,-1,-1
1327,822,2,"units_per_acre",0,20,-1,-1,-1
1328,823,2,"units_per_acre",0,91,-1,-1,-1
1329,826,2,"units_per_acre",0,26,-1,-1,-1
1330,827,2,"units_per_acre",0,31.982,-1,-1,-1
1331,829,2,"units_per_acre",0,12.1,-1,-1,-1
1332,830,2,"units_per_acre",0,26,-1,-1,-1
1333,832,2,"units_per_acre",0,14.52,-1,-1,-1
1334,833,2,"units_per_acre",0,26,-1,-1,-1
1335,834,2,"units_per_acre",15,26,-1,-1,-1
1336,837,2,"units_per_acre",0,43,-1,-1,-1
1337,843,2,"units_per_acre",0,15,-1,-1,-1
1338,846,2,"units_per_acre",0,54,-1,-1,-1
1339,847,2,"units_per_acre",0,80,-1,-1,-1
1340,852,2,"units_per_acre",0,22,-1,-1,-1
1341,853,2,"units_per_acre",0,35,-1,-1,-1
1342,854,2,"units_per_acre",0,54,-1,-1,-1
1343,857,2,"units_per_acre",0,14.6,-1,-1,-1
1344,858,2,"units_per_acre",0,22,-1,-1,-1
1345,859,2,"units_per_acre",0,35,-1,-1,-1
1346,867,2,"units_per_acre",0,54,-1,-1,-1
1347,868,2,"units_per_acre",0,70,-1,-1,-1
1348,870,2,"units_per_acre",0,350,-1,-1,-1
1349,871,2,"units_per_acre",0,87.12,-1,-1,-1
1350,872,2,"units_per_acre",0,87.12,-1,-1,-1
1351,873,2,"units_per_acre",20,43,-1,-1,-1
1352,875,2,"units_per_acre",0,21.78,-1,-1,-1
1353,876,2,"units_per_acre",0,87.12,-1,-1,-1
1354,878,2,"units_per_acre",0,18.15,-1,-1,-1
1355,880,2,"units_per_acre",0,43.56,-1,-1,-1
1356,881,2,"units_per_acre",0,43.56,-1,-1,-1
1357,882,2,"units_per_acre",0,43.56,-1,-1,-1
1358,883,2,"units_per_acre",0,12.1,-1,-1,-1
1359,884,2,"units_per_acre",0,18.15,-1,-1,-1
1360,887,2,"units_per_acre",0,36,-1,-1,-1
1361,889,2,"units_per_acre",0,12,-1,-1,-1
1362,892,2,"units_per_acre",0,12,-1,-1,-1
1363,893,2,"units_per_acre",0,18,-1,-1,-1
1364,894,2,"units_per_acre",0,24,-1,-1,-1
1365,900,2,"units_per_acre",0,36,-1,-1,-1
1366,901,2,"units_per_acre",0,12,-1,-1,-1
1367,902,2,"units_per_acre",0,12,-1,-1,-1
1368,903,2,"units_per_acre",0,12,-1,-1,-1
1369,906,2,"units_per_acre",0,34,-1,-1,-1
1370,907,2,"units_per_acre",0,24,-1,-1,-1
1371,909,2,"units_per_acre",0,18,-1,-1,-1
1372,910,2,"units_per_acre",0,27,-1,-1,-1
1373,911,2,"units_per_acre",0,36,-1,-1,-1
1374,915,2,"units_per_acre",0,18,-1,-1,-1
1375,925,2,"units_per_acre",0,38,-1,-1,-1
1376,926,2,"units_per_acre",0,26,-1,-1,-1
1377,927,2,"units_per_acre",0,26,-1,-1,-1
1378,935,2,"units_per_acre",0,16.6645,-1,-1,-1
1379,936,2,"units_per_acre",0,22.6296,-1,-1,-1
1380,937,2,"units_per_acre",0,22.6296,-1,-1,-1
1381,939,2,"units_per_acre",0,16.6645,-1,-1,-1
1382,941,2,"units_per_acre",0,16,-1,-1,-1
1383,942,2,"units_per_acre",13,24,-1,-1,-1
1384,944,2,"units_per_acre",5,12,-1,-1,-1
1385,945,2,"units_per_acre",7,24,-1,-1,-1
1386,946,2,"units_per_acre",0,30,-1,-1,-1
1387,948,2,"units_per_acre",0,24,-1,-1,-1
1388,953,2,"units_per_acre",0,12,-1,-1,-1
1389,955,2,"units_per_acre",0,12,-1,-1,-1
1390,956,2,"units_per_acre",0,12,-1,-1,-1
1391,964,2,"units_per_acre",0,15,-1,-1,-1
1392,965,2,"units_per_acre",12,25,-1,-1,-1
1393,970,2,"units_per_acre",0,41.6041,-1,-1,-1
1394,971,2,"units_per_acre",12,25,-1,-1,-1
1395,973,2,"units_per_acre",8,16,-1,-1,-1
1396,975,2,"units_per_acre",0,28,-1,-1,-1
1397,976,2,"units_per_acre",0,68,-1,-1,-1
1398,977,2,"units_per_acre",0,15.0496,-1,-1,-1
1399,988,2,"units_per_acre",0,12,-1,-1,-1
1400,989,2,"units_per_acre",0,12,-1,-1,-1
1401,990,2,"units_per_acre",0,16.1935,-1,-1,-1
1402,992,2,"units_per_acre",0,21.086,-1,-1,-1
1403,993,2,"units_per_acre",0,16.1935,-1,-1,-1
1404,997,2,"units_per_acre",0,13,-1,-1,-1
1405,999,2,"units_per_acre",0,54,-1,-1,-1
1406,1003,2,"units_per_acre",0,22,-1,-1,-1
1407,1004,2,"units_per_acre",0,13,-1,-1,-1
1408,1006,2,"units_per_acre",0,13,-1,-1,-1
1409,1007,2,"units_per_acre",0,22,-1,-1,-1
1410,1017,2,"units_per_acre",0,43,-1,-1,-1
1411,1018,2,"units_per_acre",0,48,-1,-1,-1
1412,1019,2,"units_per_acre",0,48,-1,-1,-1
1413,1021,2,"units_per_acre",0,100,-1,-1,-1
1414,1022,2,"units_per_acre",0,68,-1,-1,-1
1415,1025,2,"units_per_acre",0,18,-1,-1,-1
1416,1026,2,"units_per_acre",0,36,-1,-1,-1
1417,1029,2,"units_per_acre",0,65.34,-1,-1,-1
1418,1030,2,"units_per_acre",0,30,-1,-1,-1
1419,1036,2,"units_per_acre",0,18,-1,-1,-1
1420,1037,2,"units_per_acre",0,24,-1,-1,-1
1421,1040,2,"units_per_acre",0,43.56,-1,-1,-1
1422,1043,2,"units_per_acre",0,21.78,-1,-1,-1
1423,1045,2,"units_per_acre",0,43.56,-1,-1,-1
1424,1047,2,"units_per_acre",0,43.56,-1,-1,-1
1425,1050,2,"units_per_acre",0,54,-1,-1,-1
1426,1056,2,"units_per_acre",0,52.5341,-1,-1,-1
1427,1061,2,"units_per_acre",0,16.43,-1,-1,-1
1428,1064,2,"units_per_acre",8,25,-1,-1,-1
1429,1066,2,"units_per_acre",8,25,-1,-1,-1
1430,1068,2,"units_per_acre",8,25,-1,-1,-1
1431,1076,2,"units_per_acre",6,25,-1,-1,-1
1432,1078,2,"units_per_acre",4,15,-1,-1,-1
1433,1082,2,"units_per_acre",8,25,-1,-1,-1
1434,1083,2,"units_per_acre",6,25,-1,-1,-1
1435,1084,2,"units_per_acre",4,25,-1,-1,-1
1436,1085,2,"units_per_acre",8,25,-1,-1,-1
1437,1105,2,"units_per_acre",12,30,-1,-1,-1
1438,1108,2,"units_per_acre",0,43.56,-1,-1,-1
1439,1109,2,"units_per_acre",0,43.56,-1,-1,-1
1440,1111,2,"units_per_acre",0,54.45,-1,-1,-1
1441,1117,2,"units_per_acre",0,21.78,-1,-1,-1
1442,1118,2,"units_per_acre",0,26,-1,-1,-1
1443,1119,2,"units_per_acre",0,44,-1,-1,-1
1444,1120,2,"units_per_acre",0,17.42,-1,-1,-1
1445,1122,2,"units_per_acre",0,29.4736,-1,-1,-1
1446,1129,2,"units_per_acre",11,14,-1,-1,-1
1447,1134,2,"units_per_acre",0,22,-1,-1,-1
1448,1135,2,"units_per_acre",0,82,-1,-1,-1
1449,1136,2,"units_per_acre",0,150,-1,-1,-1
1450,1137,2,"units_per_acre",8,100,-1,-1,-1
1451,1138,2,"units_per_acre",0,22,-1,-1,-1
1452,1139,2,"units_per_acre",0,22,-1,-1,-1
1453,1142,2,"units_per_acre",8,12,-1,-1,-1
1454,1143,2,"units_per_acre",0,22,-1,-1,-1
1455,1147,2,"units_per_acre",8,14,-1,-1,-1
1456,1148,2,"units_per_acre",14,22,-1,-1,-1
1457,1149,2,"units_per_acre",16,22,-1,-1,-1
1458,1150,2,"units_per_acre",8,22,-1,-1,-1
1459,1156,2,"units_per_acre",8,22,-1,-1,-1
1460,1157,2,"units_per_acre",0,175,-1,-1,-1
1461,1158,2,"units_per_acre",0,30,-1,-1,-1
1462,1159,2,"units_per_acre",0,35,-1,-1,-1
1463,1161,2,"units_per_acre",0,43.5,-1,-1,-1
1464,1162,2,"units_per_acre",0,120,-1,-1,-1
1465,1163,2,"units_per_acre",0,120,-1,-1,-1
1466,1164,2,"units_per_acre",0,34.848,-1,-1,-1
1467,1166,2,"units_per_acre",0,71.4384,-1,-1,-1
1468,1167,2,"units_per_acre",0,83.1996,-1,-1,-1
1469,1168,2,"units_per_acre",0,58.806,-1,-1,-1
1470,1170,2,"units_per_acre",0,71.874,-1,-1,-1
1471,1172,2,"units_per_acre",0,13.068,-1,-1,-1
1472,1173,2,"units_per_acre",0,17.424,-1,-1,-1
1473,1174,2,"units_per_acre",0,21.78,-1,-1,-1
1474,1177,2,"units_per_acre",0,43.56,-1,-1,-1
1475,1178,2,"units_per_acre",0,43.56,-1,-1,-1
1476,1179,2,"units_per_acre",0,175,-1,-1,-1
1477,1180,2,"units_per_acre",0,174.24,-1,-1,-1
1478,1181,2,"units_per_acre",0,174.24,-1,-1,-1
1479,1182,2,"units_per_acre",0,175.24,-1,-1,-1
1480,1183,2,"units_per_acre",0,108.9,-1,-1,-1
1481,1184,2,"units_per_acre",0,174.24,-1,-1,-1
1482,1186,2,"units_per_acre",0,15,-1,-1,-1
1483,1187,2,"units_per_acre",0,22.5,-1,-1,-1
1484,1189,2,"units_per_acre",0,37.5,-1,-1,-1
1485,1192,2,"units_per_acre",0,12,-1,-1,-1
1486,1193,2,"units_per_acre",0,16,-1,-1,-1
1487,1197,2,"units_per_acre",0,175,-1,-1,-1
1488,1198,2,"units_per_acre",0,120,-1,-1,-1
1489,1199,2,"units_per_acre",0,175,-1,-1,-1
1490,1200,2,"units_per_acre",0,30,-1,-1,-1
1491,1201,2,"units_per_acre",0,175,-1,-1,-1
1492,1203,2,"units_per_acre",0,30,-1,-1,-1
1493,1204,2,"units_per_acre",0,25,-1,-1,-1
1494,1205,2,"units_per_acre",0,62.3678,-1,-1,-1
1495,1206,2,"units_per_acre",20,60,-1,-1,-1
1496,1207,2,"units_per_acre",25,150,-1,-1,-1
1497,1210,2,"units_per_acre",30,50,-1,-1,-1
1498,1211,2,"units_per_acre",20,80,-1,-1,-1
1499,1217,2,"units_per_acre",7,14,-1,-1,-1
1500,1222,2,"units_per_acre",10,20,-1,-1,-1
1501,1224,2,"units_per_acre",20,85,-1,-1,-1
1502,1227,2,"units_per_acre",0,20,-1,-1,-1
1503,1228,2,"units_per_acre",0,20,-1,-1,-1
1504,1234,2,"units_per_acre",0,18,-1,-1,-1
1505,1236,2,"units_per_acre",0,18,-1,-1,-1
1506,1238,2,"units_per_acre",10,12,-1,-1,-1
1507,1239,2,"units_per_acre",13.5,18,-1,-1,-1
1508,1243,2,"units_per_acre",16,40,-1,-1,-1
1509,1244,2,"units_per_acre",16,40,-1,-1,-1
1510,1245,2,"units_per_acre",16,40,-1,-1,-1
1511,1246,2,"units_per_acre",16,40,-1,-1,-1
1512,1247,2,"units_per_acre",16,40,-1,-1,-1
1513,1248,2,"units_per_acre",8,20,-1,-1,-1
1514,1250,2,"units_per_acre",0,20,-1,-1,-1
1515,1254,2,"units_per_acre",0,100,-1,-1,-1
1516,1255,2,"units_per_acre",0,100,-1,-1,-1
1517,1256,2,"units_per_acre",0,50,-1,-1,-1
1518,1259,2,"units_per_acre",0,16.6849,-1,-1,-1
1519,1260,2,"units_per_acre",0,30,-1,-1,-1
1520,1261,2,"units_per_acre",0,45,-1,-1,-1
1521,1264,2,"units_per_acre",0,24,-1,-1,-1
1522,1265,2,"units_per_acre",0,24.2,-1,-1,-1
1523,1266,2,"units_per_acre",0,48.4,-1,-1,-1
1524,1267,2,"units_per_acre",0,14.52,-1,-1,-1
1525,1271,2,"units_per_acre",0,18.15,-1,-1,-1
1526,1272,2,"units_per_acre",0,12.1,-1,-1,-1
1527,1273,2,"units_per_acre",0,304.92,-1,-1,-1
1528,1274,2,"units_per_acre",0,359.37,-1,-1,-1
1529,1275,2,"units_per_acre",0,58.806,-1,-1,-1
1530,1276,2,"units_per_acre",0,78.408,-1,-1,-1
1531,1277,2,"units_per_acre",0,78.408,-1,-1,-1
1532,1278,2,"units_per_acre",0,163.35,-1,-1,-1
1533,1279,2,"units_per_acre",0,92.565,-1,-1,-1
1534,1280,2,"units_per_acre",0,239.58,-1,-1,-1
1535,1281,2,"units_per_acre",0,239.58,-1,-1,-1
1536,1282,2,"units_per_acre",0,272.25,-1,-1,-1
1537,1283,2,"units_per_acre",0,130.68,-1,-1,-1
1538,1284,2,"units_per_acre",0,163.35,-1,-1,-1
1539,1285,2,"units_per_acre",0,239.58,-1,-1,-1
1540,1286,2,"units_per_acre",0,19.602,-1,-1,-1
1541,1287,2,"units_per_acre",0,26.136,-1,-1,-1
1542,1288,2,"units_per_acre",0,130.68,-1,-1,-1
1543,1289,2,"units_per_acre",0,30,-1,-1,-1
1544,1290,2,"units_per_acre",0,239.58,-1,-1,-1
1545,1291,2,"units_per_acre",0,163.35,-1,-1,-1
1546,1292,2,"units_per_acre",0,55,-1,-1,-1
