constraint_id,plan_type_id,generic_land_use_type_id,"constraint_type",minimum,maximum,hb_tier,hb_hct_buffer,is_zoned_res_or_mix
75,126,1,"units_per_acre",0,4,-1,-1,-1
76,127,1,"units_per_acre",0,5,-1,-1,-1
77,128,1,"units_per_acre",0,7.5,-1,-1,-1
78,133,1,"units_per_acre",0,12,-1,-1,-1
79,134,1,"units_per_acre",0,12,-1,-1,-1
80,135,1,"units_per_acre",0,12,-1,-1,-1
81,137,1,"units_per_acre",0,4,-1,-1,-1
82,138,1,"units_per_acre",0,6,-1,-1,-1
83,140,1,"units_per_acre",0,9,-1,-1,-1
84,141,1,"units_per_acre",0,20,-1,-1,-1
85,144,1,"units_per_acre",0,20,-1,-1,-1
86,145,1,"units_per_acre",0,20,-1,-1,-1
87,147,1,"units_per_acre",4,5,-1,-1,-1
88,148,1,"units_per_acre",5,9,-1,-1,-1
89,149,1,"units_per_acre",10,20,-1,-1,-1
90,150,1,"units_per_acre",0,0.2,-1,-1,-1
91,151,1,"units_per_acre",0,35,-1,-1,-1
92,152,1,"units_per_acre",0,18.4042,-1,-1,-1
93,166,1,"units_per_acre",10,15,-1,-1,-1
94,167,1,"units_per_acre",0,15.55,-1,-1,-1
95,168,1,"units_per_acre",0,15.55,-1,-1,-1
96,169,1,"units_per_acre",0,15.55,-1,-1,-1
97,170,1,"units_per_acre",0,15.55,-1,-1,-1
98,171,1,"units_per_acre",7,10,-1,-1,-1
99,173,1,"units_per_acre",0,1.08,-1,-1,-1
100,174,1,"units_per_acre",0,10.89,-1,-1,-1
101,175,1,"units_per_acre",0,10.89,-1,-1,-1
102,176,1,"units_per_acre",5,8,-1,-1,-1
103,177,1,"units_per_acre",0,8.06,-1,-1,-1
104,178,1,"units_per_acre",0,8.06,-1,-1,-1
105,179,1,"units_per_acre",0,8.06,-1,-1,-1
106,180,1,"units_per_acre",0,8.06,-1,-1,-1
107,181,1,"units_per_acre",0,6.05,-1,-1,-1
108,182,1,"units_per_acre",0,5.18,-1,-1,-1
109,183,1,"units_per_acre",0,4.53,-1,-1,-1
110,184,1,"units_per_acre",0,4.53,-1,-1,-1
111,185,1,"units_per_acre",0,4.53,-1,-1,-1
112,186,1,"units_per_acre",0,4.53,-1,-1,-1
113,190,1,"units_per_acre",0,5,-1,-1,-1
114,191,1,"units_per_acre",0,10,-1,-1,-1
115,193,1,"units_per_acre",0,24.1766,-1,-1,-1
116,196,1,"units_per_acre",0,30,-1,-1,-1
117,198,1,"units_per_acre",0,34.8825,-1,-1,-1
118,200,1,"units_per_acre",0,14.0797,-1,-1,-1
119,201,1,"units_per_acre",5,10,-1,-1,-1
120,202,1,"units_per_acre",5,18,-1,-1,-1
121,203,1,"units_per_acre",5,20,-1,-1,-1
122,208,1,"units_per_acre",5,33.5266,-1,-1,-1
123,209,1,"units_per_acre",5,27.7766,-1,-1,-1
124,212,1,"units_per_acre",0,3.48,-1,-1,-1
125,216,1,"units_per_acre",0,14.52,-1,-1,-1
126,217,1,"units_per_acre",0,20.26,-1,-1,-1
127,219,1,"units_per_acre",0,14.52,-1,-1,-1
128,221,1,"units_per_acre",0,2.17,-1,-1,-1
129,222,1,"units_per_acre",0,9.68,-1,-1,-1
130,223,1,"units_per_acre",0,7.26,-1,-1,-1
131,227,1,"units_per_acre",0,24,-1,-1,-1
132,228,1,"units_per_acre",0,24,-1,-1,-1
133,229,1,"units_per_acre",0,23.0128,-1,-1,-1
134,230,1,"units_per_acre",0,12,-1,-1,-1
135,231,1,"units_per_acre",0,24,-1,-1,-1
136,235,1,"units_per_acre",0,6.05,-1,-1,-1
137,236,1,"units_per_acre",0,12,-1,-1,-1
138,237,1,"units_per_acre",0,18,-1,-1,-1
139,238,1,"units_per_acre",0,24,-1,-1,-1
140,240,1,"units_per_acre",0,3.63,-1,-1,-1
141,241,1,"units_per_acre",0,6.05,-1,-1,-1
142,242,1,"units_per_acre",0,1,-1,-1,-1
143,243,1,"units_per_acre",0,24,-1,-1,-1
144,245,1,"units_per_acre",0,24,-1,-1,-1
145,247,1,"units_per_acre",0,18,-1,-1,-1
146,249,1,"units_per_acre",0,5,-1,-1,-1
147,250,1,"units_per_acre",0,18,-1,-1,-1
148,254,1,"units_per_acre",0,9.56425,-1,-1,-1
149,257,1,"units_per_acre",12,24,-1,-1,-1
150,258,1,"units_per_acre",8,12,-1,-1,-1
151,259,1,"units_per_acre",0,3,-1,-1,-1
152,260,1,"units_per_acre",0,3,-1,-1,-1
153,261,1,"units_per_acre",12,24,-1,-1,-1
154,262,1,"units_per_acre",0,4,-1,-1,-1
155,263,1,"units_per_acre",0,6,-1,-1,-1
156,264,1,"units_per_acre",0,6,-1,-1,-1
157,265,1,"units_per_acre",0,8,-1,-1,-1
158,266,1,"units_per_acre",0,8,-1,-1,-1
159,267,1,"units_per_acre",0,14,-1,-1,-1
160,271,1,"units_per_acre",0,2.17,-1,-1,-1
161,273,1,"units_per_acre",0,12,-1,-1,-1
162,276,1,"units_per_acre",0,12,-1,-1,-1
163,277,1,"units_per_acre",0,18,-1,-1,-1
164,278,1,"units_per_acre",0,24,-1,-1,-1
165,279,1,"units_per_acre",0,6,-1,-1,-1
166,280,1,"units_per_acre",0,9,-1,-1,-1
167,281,1,"units_per_acre",0,12,-1,-1,-1
168,283,1,"units_per_acre",0,1,-1,-1,-1
169,285,1,"units_per_acre",12,24,-1,-1,-1
170,290,1,"units_per_acre",0,4.35,-1,-1,-1
171,293,1,"units_per_acre",0,9.66145,-1,-1,-1
172,300,1,"units_per_acre",0,12,-1,-1,-1
173,301,1,"units_per_acre",0,24.2,-1,-1,-1
174,302,1,"units_per_acre",0,18.15,-1,-1,-1
175,306,1,"units_per_acre",0,2.9,-1,-1,-1
176,307,1,"units_per_acre",0,10.89,-1,-1,-1
177,308,1,"units_per_acre",0,6.05,-1,-1,-1
178,309,1,"units_per_acre",0,5.18,-1,-1,-1
179,310,1,"units_per_acre",0,4.53,-1,-1,-1
180,311,1,"units_per_acre",0,1.24,-1,-1,-1
181,312,1,"units_per_acre",0,6.05,-1,-1,-1
182,316,1,"units_per_acre",0,16.1935,-1,-1,-1
183,324,1,"units_per_acre",0,12.5,-1,-1,-1
184,325,1,"units_per_acre",0,3.5,-1,-1,-1
185,326,1,"units_per_acre",0,4.5,-1,-1,-1
186,327,1,"units_per_acre",0,5.5,-1,-1,-1
187,328,1,"units_per_acre",0,0.2,-1,-1,-1
188,329,1,"units_per_acre",0,34.7387,-1,-1,-1
189,330,1,"units_per_acre",0,34.7387,-1,-1,-1
190,331,1,"units_per_acre",0,22.6017,-1,-1,-1
191,332,1,"units_per_acre",8,12,-1,-1,-1
192,333,1,"units_per_acre",0,12,-1,-1,-1
193,334,1,"units_per_acre",0,17,-1,-1,-1
194,336,1,"units_per_acre",8,12,-1,-1,-1
195,337,1,"units_per_acre",0,4,-1,-1,-1
196,338,1,"units_per_acre",0,4.5,-1,-1,-1
197,339,1,"units_per_acre",4,6,-1,-1,-1
198,340,1,"units_per_acre",6,8,-1,-1,-1
199,342,1,"units_per_acre",0,4.53,-1,-1,-1
200,344,1,"units_per_acre",0,18.2076,-1,-1,-1
201,346,1,"units_per_acre",0,16,-1,-1,-1
202,347,1,"units_per_acre",0,23,-1,-1,-1
203,348,1,"units_per_acre",0,4.53,-1,-1,-1
204,349,1,"units_per_acre",0,5.18,-1,-1,-1
205,350,1,"units_per_acre",0,7.26,-1,-1,-1
206,354,1,"units_per_acre",0,4,-1,-1,-1
207,355,1,"units_per_acre",0,8,-1,-1,-1
208,356,1,"units_per_acre",10,24,-1,-1,-1
209,358,1,"units_per_acre",1,2,-1,-1,-1
210,359,1,"units_per_acre",1,3,-1,-1,-1
211,360,1,"units_per_acre",2.5,5,-1,-1,-1
212,362,1,"units_per_acre",0,30,-1,-1,-1
213,363,1,"units_per_acre",0,30,-1,-1,-1
214,368,1,"units_per_acre",0,35,-1,-1,-1
215,369,1,"units_per_acre",0,7.3,-1,-1,-1
216,370,1,"units_per_acre",0,7.3,-1,-1,-1
217,374,1,"units_per_acre",0,18.15,-1,-1,-1
218,375,1,"units_per_acre",0,18.15,-1,-1,-1
219,376,1,"units_per_acre",0,9.66145,-1,-1,-1
220,377,1,"units_per_acre",0,7.3,-1,-1,-1
221,380,1,"units_per_acre",0,29.04,-1,-1,-1
222,381,1,"units_per_acre",0,18.15,-1,-1,-1
223,382,1,"units_per_acre",0,14.52,-1,-1,-1
224,383,1,"units_per_acre",0,29.04,-1,-1,-1
225,384,1,"units_per_acre",0,4.4,-1,-1,-1
226,385,1,"units_per_acre",0,3.7,-1,-1,-1
227,386,1,"units_per_acre",0,2.2,-1,-1,-1
228,387,1,"units_per_acre",0,7.3,-1,-1,-1
229,388,1,"units_per_acre",0,5.5,-1,-1,-1
230,389,1,"units_per_acre",0,3.7,-1,-1,-1
231,390,1,"units_per_acre",0,3.7,-1,-1,-1
232,391,1,"units_per_acre",0,34.7387,-1,-1,-1
233,394,1,"units_per_acre",0,15,-1,-1,-1
234,395,1,"units_per_acre",0,15,-1,-1,-1
235,397,1,"units_per_acre",0,5.95806,-1,-1,-1
236,398,1,"units_per_acre",0,4.35,-1,-1,-1
237,399,1,"units_per_acre",0,4.35,-1,-1,-1
238,401,1,"units_per_acre",0,15,-1,-1,-1
239,402,1,"units_per_acre",0,2.9,-1,-1,-1
240,403,1,"units_per_acre",0,5.18,-1,-1,-1
241,404,1,"units_per_acre",0,14.05,-1,-1,-1
242,405,1,"units_per_acre",0,15.02,-1,-1,-1
243,406,1,"units_per_acre",0,7.02,-1,-1,-1
244,407,1,"units_per_acre",0,0.2,-1,-1,-1
245,408,1,"units_per_acre",0,20,-1,-1,-1
246,410,1,"units_per_acre",0,29,-1,-1,-1
247,422,1,"units_per_acre",0,7.26,-1,-1,-1
248,423,1,"units_per_acre",0,11.88,-1,-1,-1
249,424,1,"units_per_acre",0,11.61,-1,-1,-1
250,425,1,"units_per_acre",0,14.52,-1,-1,-1
251,426,1,"units_per_acre",0,29,-1,-1,-1
252,427,1,"units_per_acre",0,20,-1,-1,-1
253,430,1,"units_per_acre",0,4.84,-1,-1,-1
254,448,1,"units_per_acre",0,24,-1,-1,-1
255,449,1,"units_per_acre",0,18,-1,-1,-1
256,450,1,"units_per_acre",0,12,-1,-1,-1
257,451,1,"units_per_acre",0,2.9,-1,-1,-1
258,452,1,"units_per_acre",0,1.24,-1,-1,-1
259,453,1,"units_per_acre",0,8.71,-1,-1,-1
260,454,1,"units_per_acre",0,6.05,-1,-1,-1
261,455,1,"units_per_acre",0,4.53,-1,-1,-1
262,456,1,"units_per_acre",0,0.2,-1,-1,-1
263,458,1,"units_per_acre",0,6.65,-1,-1,-1
264,460,1,"units_per_acre",0,25,-1,-1,-1
265,462,1,"units_per_acre",0,15,-1,-1,-1
266,463,1,"units_per_acre",0,8.75,-1,-1,-1
267,464,1,"units_per_acre",0,15,-1,-1,-1
268,466,1,"units_per_acre",0,4.97,-1,-1,-1
269,467,1,"units_per_acre",0,5,-1,-1,-1
270,468,1,"units_per_acre",0,9,-1,-1,-1
271,469,1,"units_per_acre",0,30,-1,-1,-1
272,471,1,"units_per_acre",0,6,-1,-1,-1
273,472,1,"units_per_acre",0,6,-1,-1,-1
274,474,1,"units_per_acre",0,10,-1,-1,-1
275,475,1,"units_per_acre",0,20,-1,-1,-1
276,476,1,"units_per_acre",0,30,-1,-1,-1
277,477,1,"units_per_acre",0,4,-1,-1,-1
278,478,1,"units_per_acre",0,8,-1,-1,-1
279,479,1,"units_per_acre",0,6,-1,-1,-1
280,480,1,"units_per_acre",0,8,-1,-1,-1
281,481,1,"units_per_acre",0,4,-1,-1,-1
282,482,1,"units_per_acre",0,6,-1,-1,-1
283,483,1,"units_per_acre",0,6,-1,-1,-1
284,484,1,"units_per_acre",0,8,-1,-1,-1
285,487,1,"units_per_acre",0,12,-1,-1,-1
286,488,1,"units_per_acre",0,12,-1,-1,-1
287,490,1,"units_per_acre",0,6,-1,-1,-1
288,491,1,"units_per_acre",0,4,-1,-1,-1
289,492,1,"units_per_acre",0,6,-1,-1,-1
290,493,1,"units_per_acre",0,8,-1,-1,-1
291,494,1,"units_per_acre",0,3,-1,-1,-1
292,495,1,"units_per_acre",0,8,-1,-1,-1
293,496,1,"units_per_acre",0,3,-1,-1,-1
294,497,1,"units_per_acre",0,3,-1,-1,-1
295,498,1,"units_per_acre",0,3,-1,-1,-1
296,499,1,"units_per_acre",5,10,-1,-1,-1
297,500,1,"units_per_acre",0,6.05,-1,-1,-1
298,501,1,"units_per_acre",0,6.05,-1,-1,-1
299,502,1,"units_per_acre",0,3.48,-1,-1,-1
300,503,1,"units_per_acre",0,6.05,-1,-1,-1
301,504,1,"units_per_acre",0,4.53,-1,-1,-1
302,505,1,"units_per_acre",0,21,-1,-1,-1
303,506,1,"units_per_acre",10,15,-1,-1,-1
304,507,1,"units_per_acre",0,24,-1,-1,-1
305,511,1,"units_per_acre",12,28,-1,-1,-1
306,515,1,"units_per_acre",0,0.43,-1,-1,-1
307,516,1,"units_per_acre",4,6,-1,-1,-1
308,517,1,"units_per_acre",3,4.5,-1,-1,-1
309,518,1,"units_per_acre",0,2.17,-1,-1,-1
310,519,1,"units_per_acre",0,3.63,-1,-1,-1
311,520,1,"units_per_acre",0,2.17,-1,-1,-1
312,523,1,"units_per_acre",0,6.22,-1,-1,-1
313,532,1,"units_per_acre",0,0.2,-1,-1,-1
314,534,1,"units_per_acre",0,21.78,-1,-1,-1
315,536,1,"units_per_acre",0,29,-1,-1,-1
316,537,1,"units_per_acre",0,14.52,-1,-1,-1
317,540,1,"units_per_acre",0,14.52,-1,-1,-1
318,542,1,"units_per_acre",0,14.52,-1,-1,-1
319,543,1,"units_per_acre",0,1.24,-1,-1,-1
320,544,1,"units_per_acre",0,4.5,-1,-1,-1
321,545,1,"units_per_acre",0,7.26,-1,-1,-1
322,550,1,"units_per_acre",0,21.086,-1,-1,-1
323,551,1,"units_per_acre",0,21.1,-1,-1,-1
324,553,1,"units_per_acre",0,13.9022,-1,-1,-1
325,556,1,"units_per_acre",0,34.3232,-1,-1,-1
326,557,1,"units_per_acre",0,9.66145,-1,-1,-1
327,558,1,"units_per_acre",0,34.3232,-1,-1,-1
328,559,1,"units_per_acre",0,34.3232,-1,-1,-1
329,560,1,"units_per_acre",0,21.086,-1,-1,-1
330,561,1,"units_per_acre",0,15.264,-1,-1,-1
331,562,1,"units_per_acre",0,15.264,-1,-1,-1
332,570,1,"units_per_acre",0,24,-1,-1,-1
333,573,1,"units_per_acre",0,1,-1,-1,-1
334,574,1,"units_per_acre",0,18,-1,-1,-1
335,575,1,"units_per_acre",0,27,-1,-1,-1
336,577,1,"units_per_acre",0,6,-1,-1,-1
337,578,1,"units_per_acre",0,9,-1,-1,-1
338,583,1,"units_per_acre",0,0.1,-1,-1,-1
339,587,1,"units_per_acre",0,9.56425,-1,-1,-1
340,588,1,"units_per_acre",0,9.56425,-1,-1,-1
341,592,1,"units_per_acre",0,2.23613,-1,-1,-1
342,599,1,"units_per_acre",0,1,-1,-1,-1
343,600,1,"units_per_acre",0,10.89,-1,-1,-1
344,601,1,"units_per_acre",0,16,-1,-1,-1
345,603,1,"units_per_acre",0,23,-1,-1,-1
346,604,1,"units_per_acre",0,12,-1,-1,-1
347,605,1,"units_per_acre",0,16,-1,-1,-1
348,608,1,"units_per_acre",0,5.95806,-1,-1,-1
349,609,1,"units_per_acre",0,1,-1,-1,-1
350,610,1,"units_per_acre",0,3.63,-1,-1,-1
351,611,1,"units_per_acre",0,4.53,-1,-1,-1
352,612,1,"units_per_acre",0,6.05,-1,-1,-1
353,613,1,"units_per_acre",0,8.71,-1,-1,-1
354,614,1,"units_per_acre",0,0.1,-1,-1,-1
355,615,1,"units_per_acre",0,0.02,-1,-1,-1
356,617,1,"units_per_acre",0,0.01,-1,-1,-1
357,620,1,"units_per_acre",0,16,-1,-1,-1
358,622,1,"units_per_acre",0,1,-1,-1,-1
359,623,1,"units_per_acre",14.4,18,-1,-1,-1
360,624,1,"units_per_acre",20.25,27,-1,-1,-1
361,626,1,"units_per_acre",5.1,6,-1,-1,-1
362,628,1,"units_per_acre",7.65,9,-1,-1,-1
363,629,1,"units_per_acre",10.2,12,-1,-1,-1
364,630,1,"units_per_acre",0,0.1,-1,-1,-1
365,631,1,"units_per_acre",0,0.4,-1,-1,-1
366,632,1,"units_per_acre",0,0.2,-1,-1,-1
367,634,1,"units_per_acre",0,0.2,-1,-1,-1
368,637,1,"units_per_acre",0,34.848,-1,-1,-1
369,639,1,"units_per_acre",0,20.74,-1,-1,-1
370,642,1,"units_per_acre",0,21.8,-1,-1,-1
371,649,1,"units_per_acre",0,35,-1,-1,-1
372,650,1,"units_per_acre",0,34.831,-1,-1,-1
373,651,1,"units_per_acre",0,25.9173,-1,-1,-1
374,652,1,"units_per_acre",0,23.4318,-1,-1,-1
375,653,1,"units_per_acre",0,23.4318,-1,-1,-1
376,654,1,"units_per_acre",0,13,-1,-1,-1
377,655,1,"units_per_acre",0,20,-1,-1,-1
378,656,1,"units_per_acre",0,18.15,-1,-1,-1
379,657,1,"units_per_acre",0,24.2,-1,-1,-1
380,658,1,"units_per_acre",0,24.2,-1,-1,-1
381,659,1,"units_per_acre",0,24.2,-1,-1,-1
382,661,1,"units_per_acre",0,12.1,-1,-1,-1
383,664,1,"units_per_acre",0,18.15,-1,-1,-1
384,667,1,"units_per_acre",0,12,-1,-1,-1
385,668,1,"units_per_acre",0,12,-1,-1,-1
386,669,1,"units_per_acre",0,20,-1,-1,-1
387,670,1,"units_per_acre",0,20,-1,-1,-1
388,671,1,"units_per_acre",0,24.2,-1,-1,-1
389,673,1,"units_per_acre",0,5.12,-1,-1,-1
390,674,1,"units_per_acre",0,6.05,-1,-1,-1
391,675,1,"units_per_acre",0,12.1,-1,-1,-1
392,676,1,"units_per_acre",0,7.02,-1,-1,-1
393,677,1,"units_per_acre",0,1.24,-1,-1,-1
394,678,1,"units_per_acre",0,12.1,-1,-1,-1
395,679,1,"units_per_acre",0,8.71,-1,-1,-1
396,680,1,"units_per_acre",0,1.24,-1,-1,-1
397,681,1,"units_per_acre",0,12.1,-1,-1,-1
398,682,1,"units_per_acre",0,3.48,-1,-1,-1
399,683,1,"units_per_acre",0,24.2,-1,-1,-1
400,684,1,"units_per_acre",0,24.2,-1,-1,-1
401,685,1,"units_per_acre",0,12.1,-1,-1,-1
402,686,1,"units_per_acre",0,24.2,-1,-1,-1
403,687,1,"units_per_acre",0,24.2,-1,-1,-1
404,688,1,"units_per_acre",0,24.2,-1,-1,-1
405,689,1,"units_per_acre",0,12.1,-1,-1,-1
406,690,1,"units_per_acre",0,24.2,-1,-1,-1
407,691,1,"units_per_acre",0,8.71,-1,-1,-1
408,692,1,"units_per_acre",0,12.1,-1,-1,-1
409,694,1,"units_per_acre",0,12.1,-1,-1,-1
410,695,1,"units_per_acre",0,18.15,-1,-1,-1
411,696,1,"units_per_acre",0,24.2,-1,-1,-1
412,697,1,"units_per_acre",0,18.15,-1,-1,-1
413,698,1,"units_per_acre",0,18.15,-1,-1,-1
414,699,1,"units_per_acre",0,24.2,-1,-1,-1
415,700,1,"units_per_acre",0,12.1,-1,-1,-1
416,701,1,"units_per_acre",0,8.71,-1,-1,-1
417,703,1,"units_per_acre",0,24.2,-1,-1,-1
418,704,1,"units_per_acre",0,18.15,-1,-1,-1
419,705,1,"units_per_acre",0,12.1,-1,-1,-1
420,706,1,"units_per_acre",0,5.12,-1,-1,-1
421,707,1,"units_per_acre",0,5.12,-1,-1,-1
422,708,1,"units_per_acre",0,24.2,-1,-1,-1
423,709,1,"units_per_acre",0,18.15,-1,-1,-1
424,710,1,"units_per_acre",0,20,-1,-1,-1
425,712,1,"units_per_acre",0,12.1,-1,-1,-1
426,713,1,"units_per_acre",0,20,-1,-1,-1
427,714,1,"units_per_acre",0,12.1,-1,-1,-1
428,715,1,"units_per_acre",0,12.1,-1,-1,-1
429,716,1,"units_per_acre",0,12.1,-1,-1,-1
430,717,1,"units_per_acre",0,20,-1,-1,-1
431,718,1,"units_per_acre",0,20,-1,-1,-1
432,719,1,"units_per_acre",0,6.05,-1,-1,-1
433,720,1,"units_per_acre",0,20,-1,-1,-1
434,721,1,"units_per_acre",0,12.1,-1,-1,-1
435,722,1,"units_per_acre",0,24.2,-1,-1,-1
436,723,1,"units_per_acre",0,18.15,-1,-1,-1
437,724,1,"units_per_acre",0,12.1,-1,-1,-1
438,725,1,"units_per_acre",0,8.71,-1,-1,-1
439,726,1,"units_per_acre",0,24.2,-1,-1,-1
440,727,1,"units_per_acre",0,18.15,-1,-1,-1
441,728,1,"units_per_acre",0,12.1,-1,-1,-1
442,729,1,"units_per_acre",0,8.71,-1,-1,-1
443,730,1,"units_per_acre",0,3.48,-1,-1,-1
444,731,1,"units_per_acre",0,1.24,-1,-1,-1
445,732,1,"units_per_acre",0,8.71,-1,-1,-1
446,733,1,"units_per_acre",0,6.91,-1,-1,-1
447,734,1,"units_per_acre",0,6.05,-1,-1,-1
448,735,1,"units_per_acre",0,5.12,-1,-1,-1
449,736,1,"units_per_acre",0,1,-1,-1,-1
450,737,1,"units_per_acre",0,4,-1,-1,-1
451,738,1,"units_per_acre",0,6,-1,-1,-1
452,739,1,"units_per_acre",0,8,-1,-1,-1
453,740,1,"units_per_acre",0,3.48,-1,-1,-1
454,741,1,"units_per_acre",0,1.24,-1,-1,-1
455,742,1,"units_per_acre",0,8.71,-1,-1,-1
456,743,1,"units_per_acre",0,6.05,-1,-1,-1
457,744,1,"units_per_acre",0,5.12,-1,-1,-1
458,746,1,"units_per_acre",0,29.2694,-1,-1,-1
459,749,1,"units_per_acre",0,30,-1,-1,-1
460,750,1,"units_per_acre",0,12.1,-1,-1,-1
461,758,1,"units_per_acre",0,35,-1,-1,-1
462,759,1,"units_per_acre",0,35,-1,-1,-1
463,760,1,"units_per_acre",0,35,-1,-1,-1
464,761,1,"units_per_acre",0,12.1,-1,-1,-1
465,762,1,"units_per_acre",0,30,-1,-1,-1
466,763,1,"units_per_acre",0,30,-1,-1,-1
467,765,1,"units_per_acre",0,30.5471,-1,-1,-1
468,768,1,"units_per_acre",0,8.7,-1,-1,-1
469,769,1,"units_per_acre",0,12.1,-1,-1,-1
470,770,1,"units_per_acre",0,3.48,-1,-1,-1
471,771,1,"units_per_acre",0,12.1,-1,-1,-1
472,773,1,"units_per_acre",0,30,-1,-1,-1
473,774,1,"units_per_acre",0,30,-1,-1,-1
474,777,1,"units_per_acre",10,30,-1,-1,-1
475,778,1,"units_per_acre",0,0.02,-1,-1,-1
476,779,1,"units_per_acre",1,4,-1,-1,-1
477,781,1,"units_per_acre",0,5,-1,-1,-1
478,782,1,"units_per_acre",0,2,-1,-1,-1
479,783,1,"units_per_acre",0,5,-1,-1,-1
480,784,1,"units_per_acre",10,20,-1,-1,-1
481,786,1,"units_per_acre",0,2,-1,-1,-1
482,787,1,"units_per_acre",0,4,-1,-1,-1
483,788,1,"units_per_acre",10,30,-1,-1,-1
484,790,1,"units_per_acre",0,30,-1,-1,-1
485,793,1,"units_per_acre",0,2.5,-1,-1,-1
486,794,1,"units_per_acre",0,2.5,-1,-1,-1
487,797,1,"units_per_acre",0,0.1,-1,-1,-1
488,798,1,"units_per_acre",0,0.2,-1,-1,-1
489,799,1,"units_per_acre",0,0.05,-1,-1,-1
490,800,1,"units_per_acre",0,2.23613,-1,-1,-1
491,801,1,"units_per_acre",0,2,-1,-1,-1
