development_constraint_id,plan_type_id,generic_land_use_type_id,"constraint_type",minimum,maximum,lc,maxht
1122,412,2,"units_per_acre",0,58,1,80
1123,413,2,"units_per_acre",0,58,1,80
1124,415,2,"units_per_acre",0,116.16,1,0
1125,416,2,"units_per_acre",0,150,1,0
1126,425,2,"units_per_acre",0,14.52,0.5,28
1127,426,2,"units_per_acre",0,29,1,45
1128,427,2,"units_per_acre",0,20,1,35
1129,428,2,"units_per_acre",0,58,1,80
1130,429,2,"units_per_acre",0,150,1,80
1131,432,2,"units_per_acre",0,360,1,205
1132,433,2,"units_per_acre",0,130,1,100
1133,434,2,"units_per_acre",0,58,1,35
1134,436,2,"units_per_acre",0,67,1,65
1135,437,2,"units_per_acre",0,45,1,35
1136,438,2,"units_per_acre",0,243,1,200
1137,439,2,"units_per_acre",0,95,1,85
1138,448,2,"units_per_acre",0,24,0.7,35
1139,449,2,"units_per_acre",0,18,0.7,35
1140,450,2,"units_per_acre",0,12,0.6,35
1141,459,2,"units_per_acre",0,45,1,55
1142,460,2,"units_per_acre",0,25,0.55,35
1143,462,2,"units_per_acre",0,15,0.5,35
1144,464,2,"units_per_acre",0,15,0.5,35
1145,469,2,"units_per_acre",0,30,0.75,55
1146,475,2,"units_per_acre",0,20,0.65,45
1147,476,2,"units_per_acre",0,30,0.75,50
1148,487,2,"units_per_acre",0,12,1,45
1149,488,2,"units_per_acre",0,12,1,35
1150,505,2,"units_per_acre",0,21,1,50
1151,506,2,"units_per_acre",10,15,0.7,33
1152,507,2,"units_per_acre",0,24,1,50
1153,511,2,"units_per_acre",12,28,0.7,33
1154,524,2,"units_per_acre",0,222.156,0.85,65
1155,534,2,"units_per_acre",0,21.78,0.9,65
1156,536,2,"units_per_acre",0,29,0.5,65
1157,537,2,"units_per_acre",0,14.52,0.5,50
1158,538,2,"units_per_acre",0,152.46,0.9,65
1159,539,2,"units_per_acre",0,152.46,0.9,60
1160,540,2,"units_per_acre",0,14.52,0.5,50
1161,541,2,"units_per_acre",0,169.884,0.65,65
1162,542,2,"units_per_acre",0,14.52,0.5,30
1163,547,2,"units_per_acre",0,152.46,0.95,60
1164,548,2,"units_per_acre",0,152.46,0.9,65
1165,550,2,"units_per_acre",0,21.086,1,60
1166,551,2,"units_per_acre",0,21.1,1,0
1167,553,2,"units_per_acre",0,13.9022,1,45
1168,554,2,"units_per_acre",0,200,1,0
1169,555,2,"units_per_acre",0,130.68,0.8,48
1170,556,2,"units_per_acre",0,34.3232,1,84
1171,558,2,"units_per_acre",0,34.3232,1,84
1172,559,2,"units_per_acre",0,34.3232,1,84
1173,560,2,"units_per_acre",0,21.086,1,60
1174,561,2,"units_per_acre",0,15.264,1,48
1175,562,2,"units_per_acre",0,15.264,1,48
1176,563,2,"units_per_acre",18,36,0.9,35
1177,564,2,"units_per_acre",18,36,0.9,35
1178,565,2,"units_per_acre",36,72,0.9,35
1179,566,2,"units_per_acre",36,72,0.9,35
1180,567,2,"units_per_acre",18,72,0.9,80
1181,568,2,"units_per_acre",18,72,0.9,80
1182,570,2,"units_per_acre",0,24,0.85,35
1183,574,2,"units_per_acre",0,18,0.85,60
1184,575,2,"units_per_acre",0,27,0.85,80
1185,576,2,"units_per_acre",0,36,0.85,80
1186,579,2,"units_per_acre",0,72,0.9,55
1187,580,2,"units_per_acre",0,72,0.9,55
1188,581,2,"units_per_acre",0,72,0.9,35
1189,582,2,"units_per_acre",0,72,0.9,40
1190,585,2,"units_per_acre",0,52,0.4,40
1191,586,2,"units_per_acre",0,52,0.4,40
1192,589,2,"units_per_acre",0,100,1,60
1193,590,2,"units_per_acre",0,150,1,0
1194,591,2,"units_per_acre",0,50,1,35
1195,593,2,"units_per_acre",0,157,0.4,65
1196,598,2,"units_per_acre",0,150,0.8,200
1197,601,2,"units_per_acre",0,16,0.55,35
1198,602,2,"units_per_acre",0,40,0.55,35
1199,603,2,"units_per_acre",0,23,0.55,35
1200,604,2,"units_per_acre",0,12,0.55,35
1201,605,2,"units_per_acre",0,16,0.55,35
1202,606,2,"units_per_acre",0,100,0.8,65
1203,607,2,"units_per_acre",0,150,1,200
1204,616,2,"units_per_acre",0,96,0.85,35
1205,620,2,"units_per_acre",0,16,0.85,35
1206,621,2,"units_per_acre",0,96,0.75,45
1207,623,2,"units_per_acre",14.4,18,0.85,60
1208,624,2,"units_per_acre",20.25,27,0.85,60
1209,625,2,"units_per_acre",25.2,36,0.85,60
1210,627,2,"units_per_acre",46.8,72,0.9,60
1211,629,2,"units_per_acre",10.2,12,0.75,45
1212,633,2,"units_per_acre",0,96,0.9,35
1213,635,2,"units_per_acre",0,48.4,0.8,30
1214,636,2,"units_per_acre",0,69.696,0.8,30
1215,637,2,"units_per_acre",0,34.848,0.8,30
1216,638,2,"units_per_acre",0,48.4,0.8,30
1217,639,2,"units_per_acre",0,20.74,0.8,35
1218,640,2,"units_per_acre",0,65,1,45
1219,641,2,"units_per_acre",0,65,1,55
1220,642,2,"units_per_acre",0,21.8,1,28
1221,643,2,"units_per_acre",0,73,0.8,41
1222,644,2,"units_per_acre",0,65,1,54
1223,645,2,"units_per_acre",0,150,0.8,67
1224,646,2,"units_per_acre",0,90.5757,1,115
1225,647,2,"units_per_acre",0,52,0.8,54
1226,648,2,"units_per_acre",0,45,0.8,41
1227,649,2,"units_per_acre",0,35,1,30
1228,650,2,"units_per_acre",0,34.831,0.8,55
1229,651,2,"units_per_acre",0,25.9173,0.8,35
1230,652,2,"units_per_acre",0,23.4318,0.8,30
1231,653,2,"units_per_acre",0,23.4318,0.8,30
1232,654,2,"units_per_acre",0,13,0.8,30
1233,655,2,"units_per_acre",0,20,0.8,26
1234,656,2,"units_per_acre",0,18.15,0.8,26
1235,657,2,"units_per_acre",0,24.2,0.8,26
1236,658,2,"units_per_acre",0,24.2,0.8,26
1237,659,2,"units_per_acre",0,24.2,0.8,26
1238,661,2,"units_per_acre",0,12.1,0.7,30
1239,662,2,"units_per_acre",0,48.4,0.8,30
1240,663,2,"units_per_acre",0,48.4,0.8,30
1241,664,2,"units_per_acre",0,18.15,0.7,30
1242,665,2,"units_per_acre",0,50,0.8,65
1243,666,2,"units_per_acre",0,50,0.8,65
1244,667,2,"units_per_acre",0,12,0.7,30
1245,668,2,"units_per_acre",0,12,0.7,30
1246,669,2,"units_per_acre",0,20,0.8,35
1247,670,2,"units_per_acre",0,20,0.7,30
1248,671,2,"units_per_acre",0,24.2,0.7,30
1249,675,2,"units_per_acre",0,12.1,0.8,30
1250,678,2,"units_per_acre",0,12.1,0.6,30
1251,681,2,"units_per_acre",0,12.1,0.8,30
1252,683,2,"units_per_acre",0,24.2,0.6,30
1253,684,2,"units_per_acre",0,24.2,0.7,30
1254,685,2,"units_per_acre",0,12.1,0.7,30
1255,686,2,"units_per_acre",0,24.2,0.6,30
1256,687,2,"units_per_acre",0,24.2,0.6,30
1257,688,2,"units_per_acre",0,24.2,0.6,30
1258,689,2,"units_per_acre",0,12.1,0.7,30
1259,690,2,"units_per_acre",0,24.2,0.6,30
1260,692,2,"units_per_acre",0,12.1,0.6,30
1261,694,2,"units_per_acre",0,12.1,0.6,25
1262,695,2,"units_per_acre",0,18.15,0.6,30
1263,696,2,"units_per_acre",0,24.2,0.6,30
1264,697,2,"units_per_acre",0,18.15,0.6,30
1265,698,2,"units_per_acre",0,18.15,0.6,30
1266,699,2,"units_per_acre",0,24.2,0.6,30
1267,700,2,"units_per_acre",0,12.1,0.6,30
1268,703,2,"units_per_acre",0,24.2,0.7,30
1269,704,2,"units_per_acre",0,18.15,0.7,30
1270,705,2,"units_per_acre",0,12.1,0.7,30
1271,708,2,"units_per_acre",0,24.2,0.7,35
1272,709,2,"units_per_acre",0,18.15,0.7,35
1273,710,2,"units_per_acre",0,20,0.8,67
1274,712,2,"units_per_acre",0,12.1,0.8,67
1275,713,2,"units_per_acre",0,20,0.8,55
1276,714,2,"units_per_acre",0,12.1,0.7,35
1277,715,2,"units_per_acre",0,12.1,0.8,35
1278,716,2,"units_per_acre",0,12.1,0.7,30
1279,717,2,"units_per_acre",0,20,0.8,35
1280,718,2,"units_per_acre",0,20,0.8,35
1281,720,2,"units_per_acre",0,20,0.8,30
1282,721,2,"units_per_acre",0,12.1,0.7,30
1283,722,2,"units_per_acre",0,24.2,0.6,30
1284,723,2,"units_per_acre",0,18.15,0.6,30
1285,724,2,"units_per_acre",0,12.1,0.6,30
1286,726,2,"units_per_acre",0,24.2,0.6,35
1287,727,2,"units_per_acre",0,18.15,0.6,35
1288,728,2,"units_per_acre",0,12.1,0.6,35
1289,746,2,"units_per_acre",0,29.2694,0.7,65
1290,747,2,"units_per_acre",0,38.8521,0.8,65
1291,748,2,"units_per_acre",0,38.8521,0.8,65
1292,749,2,"units_per_acre",0,30,0.8,80
1293,750,2,"units_per_acre",0,12.1,0.7,40
1294,751,2,"units_per_acre",0,150,0.85,160
1295,752,2,"units_per_acre",0,150,0.85,160
1296,753,2,"units_per_acre",0,150,0.8,30
1297,754,2,"units_per_acre",0,48.518,0.85,75
1298,755,2,"units_per_acre",0,76.3443,0.85,150
1299,756,2,"units_per_acre",0,41.9299,0.85,60
1300,757,2,"units_per_acre",0,44.1833,0.85,65
1301,758,2,"units_per_acre",0,35,0.8,75
1302,759,2,"units_per_acre",0,35,0.8,75
1303,760,2,"units_per_acre",0,35,0.8,75
1304,761,2,"units_per_acre",0,12.1,0.8,35
1305,762,2,"units_per_acre",0,30,0.8,75
1306,763,2,"units_per_acre",0,30,0.8,75
1307,764,2,"units_per_acre",0,44.5031,0.8,80
1308,765,2,"units_per_acre",0,30.5471,0.8,45
1309,766,2,"units_per_acre",0,50,0.7,80
1310,769,2,"units_per_acre",0,12.1,0.8,30
1311,771,2,"units_per_acre",0,12.1,0.8,30
1312,772,2,"units_per_acre",0,50,1,65
1313,773,2,"units_per_acre",0,30,0.8,55
1314,774,2,"units_per_acre",0,30,0.8,60
1315,777,2,"units_per_acre",10,30,0.85,65
1316,784,2,"units_per_acre",10,20,0.35,25
1317,788,2,"units_per_acre",10,30,0.85,45
1318,790,2,"units_per_acre",0,30,1,35
1319,805,2,"units_per_acre",19,30,0.85,65
1320,807,2,"units_per_acre",10,18,0.85,55
1321,809,2,"units_per_acre",10,18,0.85,45
1322,812,2,"units_per_acre",0,24.2,0.5,35
1323,813,2,"units_per_acre",0,18.15,0.5,35
1324,814,2,"units_per_acre",0,12.1,0.4,35
1325,815,2,"units_per_acre",0,48.4,0.55,35
1326,821,2,"units_per_acre",0,91,1,55
1327,822,2,"units_per_acre",0,20,0.6,35
1328,823,2,"units_per_acre",0,91,1,55
1329,826,2,"units_per_acre",0,26,1,55
1330,827,2,"units_per_acre",0,31.982,1,80
1331,829,2,"units_per_acre",0,12.1,0.65,35
1332,830,2,"units_per_acre",0,26,1,60
1333,832,2,"units_per_acre",0,14.52,1,60
1334,833,2,"units_per_acre",0,26,1,60
1335,834,2,"units_per_acre",15,26,1,45
1336,837,2,"units_per_acre",0,43,1,40
1337,843,2,"units_per_acre",0,15,0.5,40
1338,846,2,"units_per_acre",0,54,1,90
1339,847,2,"units_per_acre",0,80,1,90
1340,852,2,"units_per_acre",0,22,0.6,55
1341,853,2,"units_per_acre",0,35,0.6,75
1342,854,2,"units_per_acre",0,54,0.6,90
1343,857,2,"units_per_acre",0,14.6,0.6,60
1344,858,2,"units_per_acre",0,22,0.7,50
1345,859,2,"units_per_acre",0,35,0.8,60
1346,867,2,"units_per_acre",0,54,1,90
1347,868,2,"units_per_acre",0,70,0.7,120
1348,870,2,"units_per_acre",0,350,1,350
1349,871,2,"units_per_acre",0,87.12,1,140
1350,872,2,"units_per_acre",0,87.12,1,140
1351,873,2,"units_per_acre",20,43,0.9,50
1352,875,2,"units_per_acre",0,21.78,0.7,41.3667
1353,876,2,"units_per_acre",0,87.12,1,90
1354,878,2,"units_per_acre",0,18.15,0.35,45
1355,880,2,"units_per_acre",0,43.56,1,99.0277
1356,881,2,"units_per_acre",0,43.56,1,99.0277
1357,882,2,"units_per_acre",0,43.56,0.45,500.322
1358,883,2,"units_per_acre",0,12.1,0.35,35
1359,884,2,"units_per_acre",0,18.15,0.35,35
1360,887,2,"units_per_acre",0,36,0.8,85
1361,889,2,"units_per_acre",0,12,0.8,35
1362,892,2,"units_per_acre",0,12,0.8,35
1363,893,2,"units_per_acre",0,18,0.8,35
1364,894,2,"units_per_acre",0,24,0.8,60
1365,900,2,"units_per_acre",0,36,0.8,85
1366,901,2,"units_per_acre",0,12,0.85,55
1367,902,2,"units_per_acre",0,12,0.85,85
1368,903,2,"units_per_acre",0,12,0.85,35
1369,906,2,"units_per_acre",0,34,0.75,45
1370,907,2,"units_per_acre",0,24,0.75,25
1371,909,2,"units_per_acre",0,18,0.5,35
1372,910,2,"units_per_acre",0,27,0.5,45
1373,911,2,"units_per_acre",0,36,0.5,45
1374,915,2,"units_per_acre",0,18,0.4,35
1375,925,2,"units_per_acre",0,38,0.35,36
1376,926,2,"units_per_acre",0,26,0.35,24
1377,927,2,"units_per_acre",0,26,0.35,36
1378,935,2,"units_per_acre",0,16.6645,1,51
1379,936,2,"units_per_acre",0,22.6296,1,63
1380,937,2,"units_per_acre",0,22.6296,1,63
1381,939,2,"units_per_acre",0,16.6645,1,51
1382,941,2,"units_per_acre",0,16,1,40
1383,942,2,"units_per_acre",13,24,0.5,50
1384,944,2,"units_per_acre",5,12,0.6,35
1385,945,2,"units_per_acre",7,24,0.4,50
1386,946,2,"units_per_acre",0,30,0.85,50
1387,948,2,"units_per_acre",0,24,1,60
1388,953,2,"units_per_acre",0,12,0.9,45
1389,955,2,"units_per_acre",0,12,1,35
1390,956,2,"units_per_acre",0,12,0.5,35
1391,964,2,"units_per_acre",0,15,0.6,35
1392,965,2,"units_per_acre",12,25,0.8,45
1393,970,2,"units_per_acre",0,41.6041,1,35
1394,971,2,"units_per_acre",12,25,1,45
1395,973,2,"units_per_acre",8,16,0.8,45
1396,975,2,"units_per_acre",0,28,0.85,55
1397,976,2,"units_per_acre",0,68,0.4,40
1398,977,2,"units_per_acre",0,15.0496,0.5,70
1399,988,2,"units_per_acre",0,12,0.5,35
1400,989,2,"units_per_acre",0,12,0.4,35
1401,990,2,"units_per_acre",0,16.1935,1,50
1402,992,2,"units_per_acre",0,21.086,1,60
1403,993,2,"units_per_acre",0,16.1935,1,50
1404,997,2,"units_per_acre",0,13,1,35
1405,999,2,"units_per_acre",0,54,1,35
1406,1003,2,"units_per_acre",0,22,0.4,35
1407,1004,2,"units_per_acre",0,13,0.4,45
1408,1006,2,"units_per_acre",0,13,1,35
1409,1007,2,"units_per_acre",0,22,1,40
1410,1017,2,"units_per_acre",0,43,1,40
1411,1018,2,"units_per_acre",0,48,0.85,55
1412,1019,2,"units_per_acre",0,48,0.85,45
1413,1021,2,"units_per_acre",0,100,0.7,65
1414,1022,2,"units_per_acre",0,68,0.7,65
1415,1025,2,"units_per_acre",0,18,0.5,35
1416,1026,2,"units_per_acre",0,36,0.5,65
1417,1029,2,"units_per_acre",0,65.34,1,45
1418,1030,2,"units_per_acre",0,30,1,35
1419,1036,2,"units_per_acre",0,18,0.5,30
1420,1037,2,"units_per_acre",0,24,0.5,30
1421,1040,2,"units_per_acre",0,43.56,0.75,31
1422,1043,2,"units_per_acre",0,21.78,0.75,35
1423,1045,2,"units_per_acre",0,43.56,0.75,30
1424,1047,2,"units_per_acre",0,43.56,0.75,35
1425,1050,2,"units_per_acre",0,54,1,45
1426,1056,2,"units_per_acre",0,52.5341,1,50
1427,1061,2,"units_per_acre",0,16.43,0.45,35
1428,1064,2,"units_per_acre",8,25,1,60
1429,1066,2,"units_per_acre",8,25,1,60
1430,1068,2,"units_per_acre",8,25,1,60
1431,1076,2,"units_per_acre",6,25,1,40
1432,1078,2,"units_per_acre",4,15,1,45
1433,1082,2,"units_per_acre",8,25,1,60
1434,1083,2,"units_per_acre",6,25,1,60
1435,1084,2,"units_per_acre",4,25,1,60
1436,1085,2,"units_per_acre",8,25,1,35
1437,1105,2,"units_per_acre",12,30,1,70
1438,1108,2,"units_per_acre",0,43.56,0.75,40
1439,1109,2,"units_per_acre",0,43.56,0.7,35
1440,1111,2,"units_per_acre",0,54.45,0.8,40
1441,1117,2,"units_per_acre",0,21.78,0.7,35
1442,1118,2,"units_per_acre",0,26,0.8,35
1443,1119,2,"units_per_acre",0,44,0.8,45
1444,1120,2,"units_per_acre",0,17.42,0.75,35
1445,1122,2,"units_per_acre",0,29.4736,0.85,35
1446,1129,2,"units_per_acre",11,14,0.6,35
1447,1134,2,"units_per_acre",0,22,0.75,75
1448,1135,2,"units_per_acre",0,82,1,65
1449,1136,2,"units_per_acre",0,150,1,55
1450,1137,2,"units_per_acre",8,100,0.5,40
1451,1138,2,"units_per_acre",0,22,0.75,75
1452,1139,2,"units_per_acre",0,22,0.5,40
1453,1142,2,"units_per_acre",8,12,0.85,40
1454,1143,2,"units_per_acre",0,22,0.5,70
1455,1147,2,"units_per_acre",8,14,0.6,38
1456,1148,2,"units_per_acre",14,22,0.55,46
1457,1149,2,"units_per_acre",16,22,0.9,60
1458,1150,2,"units_per_acre",8,22,0.65,90
1459,1156,2,"units_per_acre",8,22,0.65,90
1460,1157,2,"units_per_acre",0,175,1,65
1461,1158,2,"units_per_acre",0,30,0.8,35
1462,1159,2,"units_per_acre",0,35,0.3,55
1463,1161,2,"units_per_acre",0,43.5,0.75,65
1464,1162,2,"units_per_acre",0,120,0.75,55
1465,1163,2,"units_per_acre",0,120,0.75,55
1466,1164,2,"units_per_acre",0,34.848,0.75,45
1467,1166,2,"units_per_acre",0,71.4384,0.7,45
1468,1167,2,"units_per_acre",0,83.1996,0.65,45
1469,1168,2,"units_per_acre",0,58.806,0.75,65
1470,1170,2,"units_per_acre",0,71.874,0.55,65
1471,1172,2,"units_per_acre",0,13.068,0.7,35
1472,1173,2,"units_per_acre",0,17.424,0.7,35
1473,1174,2,"units_per_acre",0,21.78,0.55,45
1474,1177,2,"units_per_acre",0,43.56,0.6,75
1475,1178,2,"units_per_acre",0,43.56,0.8,65
1476,1179,2,"units_per_acre",0,175,1,65
1477,1180,2,"units_per_acre",0,174.24,0.85,65
1478,1181,2,"units_per_acre",0,174.24,0.85,65
1479,1182,2,"units_per_acre",0,175.24,0.85,65
1480,1183,2,"units_per_acre",0,108.9,0.85,65
1481,1184,2,"units_per_acre",0,174.24,0.85,65
1482,1186,2,"units_per_acre",0,15,0.55,45
1483,1187,2,"units_per_acre",0,22.5,0.6,45
1484,1189,2,"units_per_acre",0,37.5,0.6,60
1485,1192,2,"units_per_acre",0,12,0.45,35
1486,1193,2,"units_per_acre",0,16,0.5,35
1487,1197,2,"units_per_acre",0,175,1,65
1488,1198,2,"units_per_acre",0,120,0.75,55
1489,1199,2,"units_per_acre",0,175,1,65
1490,1200,2,"units_per_acre",0,30,0.8,35
1491,1201,2,"units_per_acre",0,175,1,65
1492,1203,2,"units_per_acre",0,30,0.8,35
1493,1204,2,"units_per_acre",0,25,0.6,60
1494,1205,2,"units_per_acre",0,62.3678,1,65
1495,1206,2,"units_per_acre",20,60,0.75,50
1496,1207,2,"units_per_acre",25,150,1,95
1497,1210,2,"units_per_acre",30,50,0.75,125
1498,1211,2,"units_per_acre",20,80,0.75,50
1499,1217,2,"units_per_acre",7,14,0.65,32
1500,1222,2,"units_per_acre",10,20,0.7,32
1501,1224,2,"units_per_acre",20,85,1,125
1502,1227,2,"units_per_acre",0,20,0.6,40
1503,1228,2,"units_per_acre",0,20,0.6,35
1504,1234,2,"units_per_acre",0,18,0.85,35
1505,1236,2,"units_per_acre",0,18,0.75,45
1506,1238,2,"units_per_acre",10,12,0.85,60
1507,1239,2,"units_per_acre",13.5,18,0.85,60
1508,1243,2,"units_per_acre",16,40,1,70
1509,1244,2,"units_per_acre",16,40,1,70
1510,1245,2,"units_per_acre",16,40,1,70
1511,1246,2,"units_per_acre",16,40,1,70
1512,1247,2,"units_per_acre",16,40,1,70
1513,1248,2,"units_per_acre",8,20,1,50
1514,1250,2,"units_per_acre",0,20,1,60
1515,1254,2,"units_per_acre",0,100,0.85,0
1516,1255,2,"units_per_acre",0,100,0.75,0
1517,1256,2,"units_per_acre",0,50,1,0
1518,1259,2,"units_per_acre",0,16.6849,0.65,35
1519,1260,2,"units_per_acre",0,30,0.65,45
1520,1261,2,"units_per_acre",0,45,0.75,45
1521,1264,2,"units_per_acre",0,24,0.55,35
1522,1265,2,"units_per_acre",0,24.2,0.75,55
1523,1266,2,"units_per_acre",0,48.4,0.75,55
1524,1267,2,"units_per_acre",0,14.52,0.9,9.84985
1525,1271,2,"units_per_acre",0,18.15,0.55,40
1526,1272,2,"units_per_acre",0,12.1,0.55,40
1527,1273,2,"units_per_acre",0,304.92,1,145
1528,1274,2,"units_per_acre",0,359.37,1,200
1529,1275,2,"units_per_acre",0,58.806,1,30
1530,1276,2,"units_per_acre",0,78.408,1,40
1531,1277,2,"units_per_acre",0,78.408,1,40
1532,1278,2,"units_per_acre",0,163.35,1,55
1533,1279,2,"units_per_acre",0,92.565,1,65
1534,1280,2,"units_per_acre",0,239.58,1,75
1535,1281,2,"units_per_acre",0,239.58,1,75
1536,1282,2,"units_per_acre",0,272.25,1,95
1537,1283,2,"units_per_acre",0,130.68,1,40
1538,1284,2,"units_per_acre",0,163.35,1,55
1539,1285,2,"units_per_acre",0,239.58,1,75
1540,1286,2,"units_per_acre",0,19.602,1,30
1541,1287,2,"units_per_acre",0,26.136,1,40
1542,1288,2,"units_per_acre",0,130.68,1,40
1543,1289,2,"units_per_acre",0,30,1,55
1544,1290,2,"units_per_acre",0,239.58,1,75
1545,1291,2,"units_per_acre",0,163.35,1,55
1546,1292,2,"units_per_acre",0,55,1,45
1547,1293,2,"units_per_acre",0,87.12,1,55
1548,1294,2,"units_per_acre",0,126.324,1,75
1549,1295,2,"units_per_acre",0,130.68,1,85
1550,1296,2,"units_per_acre",0,243.936,1,145
1551,1297,2,"units_per_acre",0,296.208,1,170
1552,1298,2,"units_per_acre",0,479.16,1,440
1553,1299,2,"units_per_acre",0,383.328,1,440
1554,1300,2,"units_per_acre",0,121.968,1,75
1555,1301,2,"units_per_acre",0,250,1,170
1556,1302,2,"units_per_acre",0,139.392,1,95
1557,1303,2,"units_per_acre",0,360,1,145
1558,1304,2,"units_per_acre",0,374,1,280
1559,1305,2,"units_per_acre",0,258.42,1,170
1560,1306,2,"units_per_acre",0,153.549,1,95
1561,1307,2,"units_per_acre",0,250.906,1,95
1562,1308,2,"units_per_acre",0,444.312,1,145
1563,1309,2,"units_per_acre",0,467.617,1,280
1564,1310,2,"units_per_acre",0,313.632,1,95
1565,1311,2,"units_per_acre",0,257.004,1,1000
1566,1312,2,"units_per_acre",0,200,1,550
1567,1313,2,"units_per_acre",0,98.4456,1,170
1568,1314,2,"units_per_acre",0,653.4,1,440
1569,1323,2,"units_per_acre",0,137.824,1,170
1570,1324,2,"units_per_acre",0,23.6772,1,150
1571,1325,2,"units_per_acre",0,130.68,1,85
1572,1326,2,"units_per_acre",0,275.648,1,170
1573,1327,2,"units_per_acre",0,388.555,1,270
1574,1328,2,"units_per_acre",0,393.782,1,170
1575,1329,2,"units_per_acre",0,516.186,1,270
1576,1336,2,"units_per_acre",0,33,1,30
1577,1337,2,"units_per_acre",0,43.56,1,30
1578,1338,2,"units_per_acre",0,56.628,1,30
1579,1339,2,"units_per_acre",0,56.628,1,30
1580,1340,2,"units_per_acre",0,56.628,1,30
1581,1341,2,"units_per_acre",0,33,1,22
1582,1342,2,"units_per_acre",0,69.696,1,40
1583,1343,2,"units_per_acre",0,69.696,1,40
1584,1344,2,"units_per_acre",0,50.094,1,40
1585,1345,2,"units_per_acre",0,69.696,1,40
1586,1346,2,"units_per_acre",0,54,1,22
1587,1347,2,"units_per_acre",0,56.628,1,40
1588,1348,2,"units_per_acre",0,78.408,1,40
1589,1349,2,"units_per_acre",0,78.408,1,40
1590,1350,2,"units_per_acre",0,54,1,40
1591,1351,2,"units_per_acre",0,56.628,1,40
1592,1352,2,"units_per_acre",0,78.408,1,40
1593,1353,2,"units_per_acre",0,239.58,1,105
1594,1354,2,"units_per_acre",0,50.094,1,105
1595,1355,2,"units_per_acre",0,56.628,1,105
1596,1356,2,"units_per_acre",0,139.392,1,105
1597,1357,2,"units_per_acre",0,163.35,1,105
1598,1358,2,"units_per_acre",0,163.35,1,105
1599,1359,2,"units_per_acre",0,163.35,1,105
1600,1360,2,"units_per_acre",0,239.58,1,105
1601,1361,2,"units_per_acre",0,272.25,1,105
1602,1362,2,"units_per_acre",0,163.35,1,105
1603,1363,2,"units_per_acre",0,239.58,1,105
1604,1364,2,"units_per_acre",0,56.628,1,125
1605,1366,2,"units_per_acre",0,56.628,1,140
1606,1368,2,"units_per_acre",0,163.35,1,160
1607,1369,2,"units_per_acre",0,239.58,1,160
1608,1370,2,"units_per_acre",0,566.28,1,160
1609,1372,2,"units_per_acre",0,56.628,1,160
1610,1373,2,"units_per_acre",0,56.628,1,160
1611,1374,2,"units_per_acre",0,139.392,1,160
1612,1375,2,"units_per_acre",0,359.37,1,160
1613,1376,2,"units_per_acre",0,239.58,1,160
1614,1377,2,"units_per_acre",0,272.25,1,160
1615,1378,2,"units_per_acre",0,272.25,1,160
1616,1380,2,"units_per_acre",0,163.35,1,200
1617,1381,2,"units_per_acre",0,566.28,1,200
1618,1382,2,"units_per_acre",0,78.408,1,200
1619,1383,2,"units_per_acre",0,196.02,1,200
1620,1384,2,"units_per_acre",0,239.58,1,200
1621,1385,2,"units_per_acre",0,239.58,1,240
1622,1386,2,"units_per_acre",0,566.28,1,240
1623,1387,2,"units_per_acre",0,60.984,1,240
1624,1388,2,"units_per_acre",0,139.392,1,240
1625,1389,2,"units_per_acre",0,239.58,1,240
1626,1390,2,"units_per_acre",0,359.37,1,240
1627,1391,2,"units_per_acre",0,163.35,1,37
1628,1392,2,"units_per_acre",0,239.58,1,37
1629,1393,2,"units_per_acre",0,163.35,1,37
1630,1396,2,"units_per_acre",0,43.56,1,37
1631,1397,2,"units_per_acre",0,50.094,1,37
1632,1399,2,"units_per_acre",0,56.628,1,37
1633,1400,2,"units_per_acre",0,196.02,1,37
1634,1401,2,"units_per_acre",0,163.35,1,37
1635,1402,2,"units_per_acre",0,163.35,1,37
1636,1404,2,"units_per_acre",0,163.35,1,50
1637,1405,2,"units_per_acre",0,78.408,1,50
1638,1406,2,"units_per_acre",0,43.56,1,50
1639,1407,2,"units_per_acre",0,43.56,1,50
1640,1409,2,"units_per_acre",0,56.628,1,50
1641,1410,2,"units_per_acre",0,78.408,1,50
1642,1411,2,"units_per_acre",0,78.408,1,50
1643,1414,2,"units_per_acre",0,163.35,1,65
1644,1416,2,"units_per_acre",0,56.628,1,65
1645,1417,2,"units_per_acre",0,50.094,1,65
1646,1419,2,"units_per_acre",0,139.392,1,65
1647,1420,2,"units_per_acre",0,163.35,1,65
1648,1421,2,"units_per_acre",0,163.35,1,65
1649,1422,2,"units_per_acre",0,239.58,1,65
1650,1423,2,"units_per_acre",0,239.58,1,65
1651,1424,2,"units_per_acre",0,272.25,1,65
1652,1425,2,"units_per_acre",0,239.58,1,65
1653,1427,2,"units_per_acre",0,566.28,1,70
1654,1428,2,"units_per_acre",0,139.392,1,70
1655,1429,2,"units_per_acre",0,272.25,1,70
1656,1430,2,"units_per_acre",0,359.37,1,70
1657,1432,2,"units_per_acre",0,566.28,1,90
1658,1433,2,"units_per_acre",0,56.628,1,90
1659,1434,2,"units_per_acre",0,60.984,1,90
1660,1435,2,"units_per_acre",0,272.25,1,90
1661,1437,2,"units_per_acre",0,139.392,1,60
1662,1438,2,"units_per_acre",0,139.392,1,80
1663,1439,2,"units_per_acre",0,139.392,1,80
