development_constraint_id,plan_type_id,generic_land_use_type_id,"constraint_type",minimum,maximum,lc,maxht
1,1,1,"units_per_acre",0,4.08,0.55,30
2,2,1,"units_per_acre",0,2.61,0.55,25
3,3,1,"units_per_acre",0,7.26,0.55,30
4,4,1,"units_per_acre",0,6.22,0.55,30
5,5,1,"units_per_acre",0,5.44,0.55,30
6,6,1,"units_per_acre",0,6.05,0.55,45
7,7,1,"units_per_acre",4,15.6,0.55,45
8,8,1,"units_per_acre",4,31.2,0.55,45
9,9,1,"units_per_acre",0,1.2,0.55,35
10,10,1,"units_per_acre",0,6.05,0.2,40
11,11,1,"units_per_acre",0,8.7,0.7,40
12,13,1,"units_per_acre",0,5.8,0.4,35
13,14,1,"units_per_acre",0,12,1,36
14,18,1,"units_per_acre",0,5.44,0.45,25
15,19,1,"units_per_acre",0,12,1,36
16,31,1,"units_per_acre",0,10.13,0.35,35
17,33,1,"units_per_acre",0,10.13,0.75,45
18,34,1,"units_per_acre",0,6.05,0.35,35
19,35,1,"units_per_acre",0,4.53,0.35,35
20,39,1,"units_per_acre",0,20,1,57.8484
21,46,1,"units_per_acre",0,9.66145,1,35
22,48,1,"units_per_acre",0,12,1,30
23,49,1,"units_per_acre",1,1,0.35,35
24,50,1,"units_per_acre",8,10,0.6,45
25,51,1,"units_per_acre",4,5,0.4,35
26,52,1,"units_per_acre",5,7,0.5,35
27,53,1,"units_per_acre",0.25,0.25,0.25,35
28,54,1,"units_per_acre",8,10,1,30
29,55,1,"units_per_acre",0,9.98,1,35
30,58,1,"units_per_acre",1,1,0.35,35
31,59,1,"units_per_acre",15,20,0.7,50
32,61,1,"units_per_acre",0,24,1,35
33,62,1,"units_per_acre",0,17,0.35,25
34,63,1,"units_per_acre",0,24,0.75,35
35,64,1,"units_per_acre",0,17,0.35,35
36,65,1,"units_per_acre",0,26.136,0.5,35
37,66,1,"units_per_acre",0,26.136,0.5,35
38,67,1,"units_per_acre",0,17,0.35,25
39,68,1,"units_per_acre",0,2,0.35,35
40,69,1,"units_per_acre",0,0.4,0.1,30
41,70,1,"units_per_acre",0,1,0.15,30
42,71,1,"units_per_acre",0,21,0.5,35
43,72,1,"units_per_acre",0,2,0.2,30
44,73,1,"units_per_acre",0,2.9,0.25,25
45,74,1,"units_per_acre",0,3.5,0.25,25
46,75,1,"units_per_acre",0,4.3,0.25,25
47,76,1,"units_per_acre",0,5,0.25,25
48,77,1,"units_per_acre",0,6,1,30
49,78,1,"units_per_acre",0,12,0.4,35
50,80,1,"units_per_acre",0,4.35,0.5,30
51,83,1,"units_per_acre",0,1,0.75,70
52,84,1,"units_per_acre",0,4.4,0.75,45
53,85,1,"units_per_acre",0,8.7,0.75,70
54,86,1,"units_per_acre",0,35,0.75,45
55,87,1,"units_per_acre",0,35,0.75,45
56,88,1,"units_per_acre",0,1,0.75,45
57,93,1,"units_per_acre",0,30,1,45
58,104,1,"units_per_acre",0,21.78,0.35,160
59,107,1,"units_per_acre",0,30,1,76.5423
60,108,1,"units_per_acre",0,30,1,76.5423
61,111,1,"units_per_acre",0,15,1,20
62,112,1,"units_per_acre",0,29.1287,1,75
63,113,1,"units_per_acre",0,20,1,30
64,114,1,"units_per_acre",0,30,1,45
65,115,1,"units_per_acre",0,29.1287,1,75
66,117,1,"units_per_acre",0,10,1,20
67,118,1,"units_per_acre",0,1,0.35,30
68,119,1,"units_per_acre",0,1.8,0.35,30
69,120,1,"units_per_acre",0,10,0.35,30
70,121,1,"units_per_acre",0,15,0.35,30
71,122,1,"units_per_acre",0,2.5,0.35,30
72,123,1,"units_per_acre",0,20,0.35,30
73,124,1,"units_per_acre",0,3.5,0.35,30
74,125,1,"units_per_acre",0,30,0.35,40
75,126,1,"units_per_acre",0,4,0.35,30
76,127,1,"units_per_acre",0,5,0.4,30
77,128,1,"units_per_acre",0,7.5,0.4,30
78,133,1,"units_per_acre",0,12,0.5,49.5138
79,134,1,"units_per_acre",0,12,1,45
80,135,1,"units_per_acre",0,12,0.8,50
81,137,1,"units_per_acre",0,4,0.3,48.3799
82,138,1,"units_per_acre",0,6,0.3,89.9326
83,140,1,"units_per_acre",0,9,0.75,35
84,141,1,"units_per_acre",0,20,0.9,50
85,144,1,"units_per_acre",0,20,0.9,50
86,145,1,"units_per_acre",0,20,0.9,50
87,147,1,"units_per_acre",4,5,0.6,35
88,148,1,"units_per_acre",5,9,0.6,35
89,149,1,"units_per_acre",10,20,0.8,35
90,150,1,"units_per_acre",0,0.2,1,35
91,151,1,"units_per_acre",0,35,0.67,45
92,152,1,"units_per_acre",0,18.4042,0.63,45
93,166,1,"units_per_acre",10,15,0.5,35
94,167,1,"units_per_acre",0,15.55,0.5,35
95,168,1,"units_per_acre",0,15.55,0.5,35
96,169,1,"units_per_acre",0,15.55,0.5,35
97,170,1,"units_per_acre",0,15.55,0.5,35
98,171,1,"units_per_acre",7,10,0.5,35
99,173,1,"units_per_acre",0,1.08,0.35,30
100,174,1,"units_per_acre",0,10.89,0.5,30
101,175,1,"units_per_acre",0,10.89,0.5,30
102,176,1,"units_per_acre",5,8,0.5,30
103,177,1,"units_per_acre",0,8.06,0.5,30
104,178,1,"units_per_acre",0,8.06,0.5,30
105,179,1,"units_per_acre",0,8.06,0.35,30
106,180,1,"units_per_acre",0,8.06,0.5,30
107,181,1,"units_per_acre",0,6.05,0.35,30
108,182,1,"units_per_acre",0,5.18,0.35,30
109,183,1,"units_per_acre",0,4.53,0.35,30
110,184,1,"units_per_acre",0,4.53,0.35,30
111,185,1,"units_per_acre",0,4.53,0.35,30
112,186,1,"units_per_acre",0,4.53,0.35,30
113,190,1,"units_per_acre",0,5,0.55,30
114,191,1,"units_per_acre",0,10,0.6,35
115,193,1,"units_per_acre",0,24.1766,0.6,80
116,196,1,"units_per_acre",0,30,0.5,45
117,198,1,"units_per_acre",0,34.8825,0.7,85
118,200,1,"units_per_acre",0,14.0797,0.6,35
119,201,1,"units_per_acre",5,10,0.6,35
120,202,1,"units_per_acre",5,18,0.6,35
121,203,1,"units_per_acre",5,20,0.6,45
122,208,1,"units_per_acre",5,33.5266,0.7,80
123,209,1,"units_per_acre",5,27.7766,0.7,60
124,212,1,"units_per_acre",0,3.48,0.45,30
125,216,1,"units_per_acre",0,14.52,1,35
126,217,1,"units_per_acre",0,20.26,0.55,30
127,219,1,"units_per_acre",0,14.52,0.3,35
128,221,1,"units_per_acre",0,2.17,0.25,30
129,222,1,"units_per_acre",0,9.68,0.35,30
130,223,1,"units_per_acre",0,7.26,0.3,30
131,227,1,"units_per_acre",0,24,0.8,35
132,228,1,"units_per_acre",0,24,0.8,35
133,229,1,"units_per_acre",0,23.0128,0.7,45
134,230,1,"units_per_acre",0,12,0.7,35
135,231,1,"units_per_acre",0,24,0.85,35
136,235,1,"units_per_acre",0,6.05,0.35,35
137,236,1,"units_per_acre",0,12,0.6,35
138,237,1,"units_per_acre",0,18,0.6,35
139,238,1,"units_per_acre",0,24,0.7,60
140,240,1,"units_per_acre",0,3.63,0.35,35
141,241,1,"units_per_acre",0,6.05,0.35,35
142,242,1,"units_per_acre",0,1,0.2,35
143,243,1,"units_per_acre",0,24,0.85,35
144,245,1,"units_per_acre",0,24,0.85,35
145,247,1,"units_per_acre",0,18,0.4,35
146,249,1,"units_per_acre",0,5,0.4,35
147,250,1,"units_per_acre",0,18,0.4,35
148,254,1,"units_per_acre",0,9.56425,0.5,35
149,257,1,"units_per_acre",12,24,0.8,35
150,258,1,"units_per_acre",8,12,0.65,25
151,259,1,"units_per_acre",0,3,0.5,25
152,260,1,"units_per_acre",0,3,0.5,25
153,261,1,"units_per_acre",12,24,0.65,35
154,262,1,"units_per_acre",0,4,0.5,25
155,263,1,"units_per_acre",0,6,0.5,25
156,264,1,"units_per_acre",0,6,0.5,25
157,265,1,"units_per_acre",0,8,0.6,25
158,266,1,"units_per_acre",0,8,0.6,25
159,267,1,"units_per_acre",0,14,0.65,25
160,271,1,"units_per_acre",0,2.17,0.3,25
161,273,1,"units_per_acre",0,12,0.85,35
162,276,1,"units_per_acre",0,12,0.85,35
163,277,1,"units_per_acre",0,18,0.75,35
164,278,1,"units_per_acre",0,24,0.75,35
165,279,1,"units_per_acre",0,6,0.55,35
166,280,1,"units_per_acre",0,9,0.7,35
167,281,1,"units_per_acre",0,12,0.75,35
168,283,1,"units_per_acre",0,1,0.3,35
169,285,1,"units_per_acre",12,24,0.7,45
170,290,1,"units_per_acre",0,4.35,0.5,30
171,293,1,"units_per_acre",0,9.66145,1,35
172,300,1,"units_per_acre",0,12,0.5,30
173,301,1,"units_per_acre",0,24.2,0.5,35
174,302,1,"units_per_acre",0,18.15,0.5,35
175,306,1,"units_per_acre",0,2.9,0.35,30
176,307,1,"units_per_acre",0,10.89,0.5,30
177,308,1,"units_per_acre",0,6.05,0.35,30
178,309,1,"units_per_acre",0,5.18,0.35,30
179,310,1,"units_per_acre",0,4.53,0.35,30
180,311,1,"units_per_acre",0,1.24,0.35,35
181,312,1,"units_per_acre",0,6.05,0.35,25
182,316,1,"units_per_acre",0,16.1935,1,50
183,324,1,"units_per_acre",0,12.5,0.35,45
184,325,1,"units_per_acre",0,3.5,0.35,35
185,326,1,"units_per_acre",0,4.5,0.35,35
186,327,1,"units_per_acre",0,5.5,0.35,35
187,328,1,"units_per_acre",0,0.2,0.1,35
188,329,1,"units_per_acre",0,34.7387,0.85,45
189,330,1,"units_per_acre",0,34.7387,0.85,45
190,331,1,"units_per_acre",0,22.6017,0.75,35
191,332,1,"units_per_acre",8,12,0.6,35
192,333,1,"units_per_acre",0,12,0.85,50
193,334,1,"units_per_acre",0,17,1,35
194,336,1,"units_per_acre",8,12,0.6,35
195,337,1,"units_per_acre",0,4,0.5,35
196,338,1,"units_per_acre",0,4.5,0.6,35
197,339,1,"units_per_acre",4,6,0.6,35
198,340,1,"units_per_acre",6,8,0.7,35
199,342,1,"units_per_acre",0,4.53,1,28
200,344,1,"units_per_acre",0,18.2076,0.65,40
201,346,1,"units_per_acre",0,16,0.45,40
202,347,1,"units_per_acre",0,23,0.45,40
203,348,1,"units_per_acre",0,4.53,0.3,28
204,349,1,"units_per_acre",0,5.18,0.4,28
205,350,1,"units_per_acre",0,7.26,0.4,28
206,354,1,"units_per_acre",0,4,0.45,35
207,355,1,"units_per_acre",0,8,0.55,35
208,356,1,"units_per_acre",10,24,0.75,35
209,358,1,"units_per_acre",1,2,0.25,35
210,359,1,"units_per_acre",1,3,0.35,35
211,360,1,"units_per_acre",2.5,5,0.5,35
212,362,1,"units_per_acre",0,30,1,40
213,363,1,"units_per_acre",0,30,1,40
214,368,1,"units_per_acre",0,35,1,25
215,369,1,"units_per_acre",0,7.3,1,25
216,370,1,"units_per_acre",0,7.3,1,25
217,374,1,"units_per_acre",0,18.15,0.45,35
218,375,1,"units_per_acre",0,18.15,0.75,45
219,376,1,"units_per_acre",0,9.66145,1,35
220,377,1,"units_per_acre",0,7.3,1,25
221,380,1,"units_per_acre",0,29.04,0.45,25
222,381,1,"units_per_acre",0,18.15,0.45,25
223,382,1,"units_per_acre",0,14.52,0.45,25
224,383,1,"units_per_acre",0,29.04,0.45,35
225,384,1,"units_per_acre",0,4.4,0.35,25
226,385,1,"units_per_acre",0,3.7,0.35,25
227,386,1,"units_per_acre",0,2.2,0.35,25
228,387,1,"units_per_acre",0,7.3,0.35,25
229,388,1,"units_per_acre",0,5.5,0.35,25
230,389,1,"units_per_acre",0,3.7,0.35,25
231,390,1,"units_per_acre",0,3.7,0.35,25
232,391,1,"units_per_acre",0,34.7387,0.85,45
233,394,1,"units_per_acre",0,15,0.45,30
234,395,1,"units_per_acre",0,15,0.45,30
235,397,1,"units_per_acre",0,5.95806,0.4,35
236,398,1,"units_per_acre",0,4.35,1,35
237,399,1,"units_per_acre",0,4.35,0.4,30
238,401,1,"units_per_acre",0,15,0.5,0
239,402,1,"units_per_acre",0,2.9,0.3,30
240,403,1,"units_per_acre",0,5.18,0.4,30
241,404,1,"units_per_acre",0,14.05,0.4,30
242,405,1,"units_per_acre",0,15.02,0.4,30
243,406,1,"units_per_acre",0,7.02,1,30
244,407,1,"units_per_acre",0,0.2,1,35
245,408,1,"units_per_acre",0,20,1,28
246,410,1,"units_per_acre",0,29,1,80
247,422,1,"units_per_acre",0,7.26,0.35,28
248,423,1,"units_per_acre",0,11.88,0.5,28
249,424,1,"units_per_acre",0,11.61,0.4,28
250,425,1,"units_per_acre",0,14.52,0.5,28
251,426,1,"units_per_acre",0,29,1,45
252,427,1,"units_per_acre",0,20,1,35
253,430,1,"units_per_acre",0,4.84,0.35,28
254,448,1,"units_per_acre",0,24,0.7,35
255,449,1,"units_per_acre",0,18,0.7,35
256,450,1,"units_per_acre",0,12,0.6,35
257,451,1,"units_per_acre",0,2.9,0.5,30
258,452,1,"units_per_acre",0,1.24,0.5,30
259,453,1,"units_per_acre",0,8.71,0.6,30
260,454,1,"units_per_acre",0,6.05,0.6,30
261,455,1,"units_per_acre",0,4.53,0.6,30
262,456,1,"units_per_acre",0,0.2,0.1,30
263,458,1,"units_per_acre",0,6.65,0.45,35
264,460,1,"units_per_acre",0,25,0.55,35
265,462,1,"units_per_acre",0,15,0.5,35
266,463,1,"units_per_acre",0,8.75,0.45,35
267,464,1,"units_per_acre",0,15,0.5,35
268,466,1,"units_per_acre",0,4.97,0.55,40
269,467,1,"units_per_acre",0,5,0.4,30
270,468,1,"units_per_acre",0,9,0.45,30
271,469,1,"units_per_acre",0,30,0.75,55
272,471,1,"units_per_acre",0,6,0.75,40
273,472,1,"units_per_acre",0,6,0.65,30
274,474,1,"units_per_acre",0,10,1,35
275,475,1,"units_per_acre",0,20,0.65,45
276,476,1,"units_per_acre",0,30,0.75,50
277,477,1,"units_per_acre",0,4,0.4,30
278,478,1,"units_per_acre",0,8,0.5,27
279,479,1,"units_per_acre",0,6,0.4,27
280,480,1,"units_per_acre",0,8,1,35
281,481,1,"units_per_acre",0,4,0.7,35
282,482,1,"units_per_acre",0,6,0.6,35
283,483,1,"units_per_acre",0,6,0.7,35
284,484,1,"units_per_acre",0,8,0.7,27
285,487,1,"units_per_acre",0,12,1,45
286,488,1,"units_per_acre",0,12,1,35
287,490,1,"units_per_acre",0,6,0.6,35
288,491,1,"units_per_acre",0,4,0.4,35
289,492,1,"units_per_acre",0,6,0.6,35
290,493,1,"units_per_acre",0,8,0.6,35
291,494,1,"units_per_acre",0,3,0.5,35
292,495,1,"units_per_acre",0,8,0.7,35
293,496,1,"units_per_acre",0,3,0.8,27
294,497,1,"units_per_acre",0,3,0.55,27
295,498,1,"units_per_acre",0,3,0.45,27
296,499,1,"units_per_acre",5,10,0.65,45
297,500,1,"units_per_acre",0,6.05,0.5,35
298,501,1,"units_per_acre",0,6.05,0.5,35
299,502,1,"units_per_acre",0,3.48,0.3,35
300,503,1,"units_per_acre",0,6.05,0.35,25
301,504,1,"units_per_acre",0,4.53,0.35,25
302,505,1,"units_per_acre",0,21,1,50
303,506,1,"units_per_acre",10,15,0.7,33
304,507,1,"units_per_acre",0,24,1,50
305,511,1,"units_per_acre",12,28,0.7,33
306,515,1,"units_per_acre",0,0.43,0.3,33
307,516,1,"units_per_acre",4,6,0.45,33
308,517,1,"units_per_acre",3,4.5,0.4,33
309,518,1,"units_per_acre",0,2.17,1,26
310,519,1,"units_per_acre",0,3.63,1,26
311,520,1,"units_per_acre",0,2.17,1,30
312,523,1,"units_per_acre",0,6.22,0.6,35
313,532,1,"units_per_acre",0,0.2,0.1,30
314,534,1,"units_per_acre",0,21.78,0.9,65
315,536,1,"units_per_acre",0,29,0.5,65
316,537,1,"units_per_acre",0,14.52,0.5,50
317,540,1,"units_per_acre",0,14.52,0.5,50
318,542,1,"units_per_acre",0,14.52,0.5,30
319,543,1,"units_per_acre",0,1.24,0.3,30
320,544,1,"units_per_acre",0,4.5,0.4,30
321,545,1,"units_per_acre",0,7.26,0.5,30
322,550,1,"units_per_acre",0,21.086,1,60
323,551,1,"units_per_acre",0,21.1,1,0
324,553,1,"units_per_acre",0,13.9022,1,45
325,556,1,"units_per_acre",0,34.3232,1,84
326,557,1,"units_per_acre",0,9.66145,1,35
327,558,1,"units_per_acre",0,34.3232,1,84
328,559,1,"units_per_acre",0,34.3232,1,84
329,560,1,"units_per_acre",0,21.086,1,60
330,561,1,"units_per_acre",0,15.264,1,48
331,562,1,"units_per_acre",0,15.264,1,48
332,570,1,"units_per_acre",0,24,0.85,35
333,573,1,"units_per_acre",0,1,0.3,35
334,574,1,"units_per_acre",0,18,0.85,60
335,575,1,"units_per_acre",0,27,0.85,80
336,577,1,"units_per_acre",0,6,0.55,35
337,578,1,"units_per_acre",0,9,0.7,35
338,583,1,"units_per_acre",0,0.1,0.3,35
339,587,1,"units_per_acre",0,9.56425,0.5,35
340,588,1,"units_per_acre",0,9.56425,0.5,35
341,592,1,"units_per_acre",0,2.23613,0.4,35
342,599,1,"units_per_acre",0,1,1,0
343,600,1,"units_per_acre",0,10.89,0.4,35
344,601,1,"units_per_acre",0,16,0.55,35
345,603,1,"units_per_acre",0,23,0.55,35
346,604,1,"units_per_acre",0,12,0.55,35
347,605,1,"units_per_acre",0,16,0.55,35
348,608,1,"units_per_acre",0,5.95806,0.4,35
349,609,1,"units_per_acre",0,1,0.3,35
350,610,1,"units_per_acre",0,3.63,0.45,35
351,611,1,"units_per_acre",0,4.53,0.45,35
352,612,1,"units_per_acre",0,6.05,0.5,35
353,613,1,"units_per_acre",0,8.71,0.55,35
354,614,1,"units_per_acre",0,0.1,0.15,35
355,615,1,"units_per_acre",0,0.02,0.1,35
356,617,1,"units_per_acre",0,0.01,0.1,35
357,620,1,"units_per_acre",0,16,0.85,35
358,622,1,"units_per_acre",0,1,0.3,35
359,623,1,"units_per_acre",14.4,18,0.85,60
360,624,1,"units_per_acre",20.25,27,0.85,60
361,626,1,"units_per_acre",5.1,6,0.55,35
362,628,1,"units_per_acre",7.65,9,0.7,45
363,629,1,"units_per_acre",10.2,12,0.75,45
364,630,1,"units_per_acre",0,0.1,0.15,40
365,631,1,"units_per_acre",0,0.4,0.25,40
366,632,1,"units_per_acre",0,0.2,0.2,40
367,634,1,"units_per_acre",0,0.2,0.3,35
368,637,1,"units_per_acre",0,34.848,0.8,30
369,639,1,"units_per_acre",0,20.74,0.8,35
370,642,1,"units_per_acre",0,21.8,1,28
371,649,1,"units_per_acre",0,35,1,30
372,650,1,"units_per_acre",0,34.831,0.8,55
373,651,1,"units_per_acre",0,25.9173,0.8,35
374,652,1,"units_per_acre",0,23.4318,0.8,30
375,653,1,"units_per_acre",0,23.4318,0.8,30
376,654,1,"units_per_acre",0,13,0.8,30
377,655,1,"units_per_acre",0,20,0.8,26
378,656,1,"units_per_acre",0,18.15,0.8,26
379,657,1,"units_per_acre",0,24.2,0.8,26
380,658,1,"units_per_acre",0,24.2,0.8,26
381,659,1,"units_per_acre",0,24.2,0.8,26
382,661,1,"units_per_acre",0,12.1,0.7,30
383,664,1,"units_per_acre",0,18.15,0.7,30
384,667,1,"units_per_acre",0,12,0.7,30
385,668,1,"units_per_acre",0,12,0.7,30
386,669,1,"units_per_acre",0,20,0.8,35
387,670,1,"units_per_acre",0,20,0.7,30
388,671,1,"units_per_acre",0,24.2,0.7,30
389,673,1,"units_per_acre",0,5.12,0.5,25
390,674,1,"units_per_acre",0,6.05,0.5,30
391,675,1,"units_per_acre",0,12.1,0.8,30
392,676,1,"units_per_acre",0,7.02,0.5,30
393,677,1,"units_per_acre",0,1.24,0.5,30
394,678,1,"units_per_acre",0,12.1,0.6,30
395,679,1,"units_per_acre",0,8.71,0.7,30
396,680,1,"units_per_acre",0,1.24,0.6,25
397,681,1,"units_per_acre",0,12.1,0.8,30
398,682,1,"units_per_acre",0,3.48,0.5,25
399,683,1,"units_per_acre",0,24.2,0.6,30
400,684,1,"units_per_acre",0,24.2,0.7,30
401,685,1,"units_per_acre",0,12.1,0.7,30
402,686,1,"units_per_acre",0,24.2,0.6,30
403,687,1,"units_per_acre",0,24.2,0.6,30
404,688,1,"units_per_acre",0,24.2,0.6,30
405,689,1,"units_per_acre",0,12.1,0.7,30
406,690,1,"units_per_acre",0,24.2,0.6,30
407,691,1,"units_per_acre",0,8.71,0.5,25
408,692,1,"units_per_acre",0,12.1,0.6,30
409,694,1,"units_per_acre",0,12.1,0.6,25
410,695,1,"units_per_acre",0,18.15,0.6,30
411,696,1,"units_per_acre",0,24.2,0.6,30
412,697,1,"units_per_acre",0,18.15,0.6,30
413,698,1,"units_per_acre",0,18.15,0.6,30
414,699,1,"units_per_acre",0,24.2,0.6,30
415,700,1,"units_per_acre",0,12.1,0.6,30
416,701,1,"units_per_acre",0,8.71,0.5,25
417,703,1,"units_per_acre",0,24.2,0.7,30
418,704,1,"units_per_acre",0,18.15,0.7,30
419,705,1,"units_per_acre",0,12.1,0.7,30
420,706,1,"units_per_acre",0,5.12,0.7,30
421,707,1,"units_per_acre",0,5.12,0.7,30
422,708,1,"units_per_acre",0,24.2,0.7,35
423,709,1,"units_per_acre",0,18.15,0.7,35
424,710,1,"units_per_acre",0,20,0.8,67
425,712,1,"units_per_acre",0,12.1,0.8,67
426,713,1,"units_per_acre",0,20,0.8,55
427,714,1,"units_per_acre",0,12.1,0.7,35
428,715,1,"units_per_acre",0,12.1,0.8,35
429,716,1,"units_per_acre",0,12.1,0.7,30
430,717,1,"units_per_acre",0,20,0.8,35
431,718,1,"units_per_acre",0,20,0.8,35
432,719,1,"units_per_acre",0,6.05,0.5,30
433,720,1,"units_per_acre",0,20,0.8,30
434,721,1,"units_per_acre",0,12.1,0.7,30
435,722,1,"units_per_acre",0,24.2,0.6,30
436,723,1,"units_per_acre",0,18.15,0.6,30
437,724,1,"units_per_acre",0,12.1,0.6,30
438,725,1,"units_per_acre",0,8.71,0.6,30
439,726,1,"units_per_acre",0,24.2,0.6,35
440,727,1,"units_per_acre",0,18.15,0.6,35
441,728,1,"units_per_acre",0,12.1,0.6,35
442,729,1,"units_per_acre",0,8.71,0.6,35
443,730,1,"units_per_acre",0,3.48,0.5,25
444,731,1,"units_per_acre",0,1.24,0.5,25
445,732,1,"units_per_acre",0,8.71,0.5,30.3346
446,733,1,"units_per_acre",0,6.91,0.5,25
447,734,1,"units_per_acre",0,6.05,0.5,25
448,735,1,"units_per_acre",0,5.12,0.5,25
449,736,1,"units_per_acre",0,1,0.3,30
450,737,1,"units_per_acre",0,4,0.5,30
451,738,1,"units_per_acre",0,6,0.5,30
452,739,1,"units_per_acre",0,8,0.5,30
453,740,1,"units_per_acre",0,3.48,0.5,30
454,741,1,"units_per_acre",0,1.24,0.5,30
455,742,1,"units_per_acre",0,8.71,0.5,30
456,743,1,"units_per_acre",0,6.05,0.5,30
457,744,1,"units_per_acre",0,5.12,0.5,30
458,746,1,"units_per_acre",0,29.2694,0.7,65
459,749,1,"units_per_acre",0,30,0.8,80
460,750,1,"units_per_acre",0,12.1,0.7,40
461,758,1,"units_per_acre",0,35,0.8,75
462,759,1,"units_per_acre",0,35,0.8,75
463,760,1,"units_per_acre",0,35,0.8,75
464,761,1,"units_per_acre",0,12.1,0.8,35
465,762,1,"units_per_acre",0,30,0.8,75
466,763,1,"units_per_acre",0,30,0.8,75
467,765,1,"units_per_acre",0,30.5471,0.8,45
468,768,1,"units_per_acre",0,8.7,0.6,50
469,769,1,"units_per_acre",0,12.1,0.8,30
470,770,1,"units_per_acre",0,3.48,0.5,25
471,771,1,"units_per_acre",0,12.1,0.8,30
472,773,1,"units_per_acre",0,30,0.8,55
473,774,1,"units_per_acre",0,30,0.8,60
474,777,1,"units_per_acre",10,30,0.85,65
475,778,1,"units_per_acre",0,0.02,1,35
476,779,1,"units_per_acre",1,4,0.4,35
477,781,1,"units_per_acre",0,5,1,35
478,782,1,"units_per_acre",0,2,1,35
479,783,1,"units_per_acre",0,5,1,35
480,784,1,"units_per_acre",10,20,0.35,25
481,786,1,"units_per_acre",0,2,1,35
482,787,1,"units_per_acre",0,4,1,35
483,788,1,"units_per_acre",10,30,0.85,45
484,790,1,"units_per_acre",0,30,1,35
485,793,1,"units_per_acre",0,2.5,0.5,35
486,794,1,"units_per_acre",0,2.5,0.5,30
487,797,1,"units_per_acre",0,0.1,1,35
488,798,1,"units_per_acre",0,0.2,1,35
489,799,1,"units_per_acre",0,0.05,1,35
490,800,1,"units_per_acre",0,2.23613,0.4,35
491,801,1,"units_per_acre",0,2,0.4,30
492,802,1,"units_per_acre",0,2,0.4,30
493,804,1,"units_per_acre",5,9,1,35
494,805,1,"units_per_acre",19,30,0.85,65
495,806,1,"units_per_acre",5,9,1,35
496,807,1,"units_per_acre",10,18,0.85,55
497,808,1,"units_per_acre",1,5,0.5,35
498,809,1,"units_per_acre",10,18,0.85,45
499,812,1,"units_per_acre",0,24.2,0.5,35
500,813,1,"units_per_acre",0,18.15,0.5,35
501,814,1,"units_per_acre",0,12.1,0.4,35
502,816,1,"units_per_acre",0,4.35,0.3,30
503,817,1,"units_per_acre",0,2.9,0.27,30
504,818,1,"units_per_acre",0,2.17,0.25,30
505,819,1,"units_per_acre",0,6.05,0.35,30
506,820,1,"units_per_acre",0,4.53,0.3,30
507,822,1,"units_per_acre",0,20,0.6,35
508,824,1,"units_per_acre",0,7,0.45,40
509,826,1,"units_per_acre",0,26,1,55
510,827,1,"units_per_acre",0,31.982,1,80
511,829,1,"units_per_acre",0,12.1,0.65,35
512,830,1,"units_per_acre",0,26,1,60
513,832,1,"units_per_acre",0,14.52,1,60
514,833,1,"units_per_acre",0,26,1,60
515,834,1,"units_per_acre",15,26,1,45
516,838,1,"units_per_acre",0,4.53,0.4,35
517,839,1,"units_per_acre",0,5.8,0.4,35
518,840,1,"units_per_acre",0,4.53,0.4,35
519,843,1,"units_per_acre",0,15,0.5,40
520,852,1,"units_per_acre",0,22,0.6,55
521,853,1,"units_per_acre",0,35,0.6,75
522,856,1,"units_per_acre",0,8.7,0.55,45
523,857,1,"units_per_acre",0,14.6,0.6,60
524,858,1,"units_per_acre",0,22,0.7,50
525,859,1,"units_per_acre",0,35,0.8,60
526,863,1,"units_per_acre",0,1.45,0.35,35
527,864,1,"units_per_acre",0,2.2,0.35,35
528,865,1,"units_per_acre",0,4.8,0.45,35
529,866,1,"units_per_acre",0,6.4,0.5,35
530,875,1,"units_per_acre",0,21.78,0.7,41.3667
531,878,1,"units_per_acre",0,18.15,0.35,45
532,879,1,"units_per_acre",0,5.18,0.35,43.5727
533,883,1,"units_per_acre",0,12.1,0.35,35
534,884,1,"units_per_acre",0,18.15,0.35,35
535,885,1,"units_per_acre",0,6.05,0.35,35
536,886,1,"units_per_acre",0,5.18,0.35,35
537,889,1,"units_per_acre",0,12,0.8,35
538,890,1,"units_per_acre",0,1,0.8,35
539,892,1,"units_per_acre",0,12,0.8,35
540,893,1,"units_per_acre",0,18,0.8,35
541,894,1,"units_per_acre",0,24,0.8,60
542,895,1,"units_per_acre",0,4,0.55,35
543,896,1,"units_per_acre",0,6,0.7,35
544,897,1,"units_per_acre",0,8,0.75,35
545,901,1,"units_per_acre",0,12,0.85,55
546,902,1,"units_per_acre",0,12,0.85,85
547,903,1,"units_per_acre",0,12,0.85,35
548,906,1,"units_per_acre",0,34,0.75,45
549,907,1,"units_per_acre",0,24,0.75,25
550,909,1,"units_per_acre",0,18,0.5,35
551,910,1,"units_per_acre",0,27,0.5,45
552,912,1,"units_per_acre",0,4.5,0.4,30
553,913,1,"units_per_acre",0,8,0.5,30
554,914,1,"units_per_acre",0,6.5,0.4,30
555,915,1,"units_per_acre",0,18,0.4,35
556,916,1,"units_per_acre",0,8,0.5,30
557,918,1,"units_per_acre",0,2.64,0.21,35
558,919,1,"units_per_acre",0,2.72,0.25,28
559,920,1,"units_per_acre",0,2.17,0.21,28
